45327 3 0 0 0
45344 4 0 0 0
45361 4 0 0 0
45833 3 0 0 0
45936 2 0 0 0
45954 2 0 0 0
45961 2 0 0 0
46212 3 0 0 0
46393 2 0 0 0
46407 2 0 0 0
46431 3 0 0 0
46696 3 0 0 0
46802 3 0 0 0
46817 2 0 0 0
46872 3 0 0 0
47068 2 0 0 0
47111 2 0 0 0
47145 2 0 0 0
47146 3 0 0 0
47577 3 0 0 0
47655 2 0 0 0
47986 3 0 0 0
48000 2 0 0 0
48366 3 0 0 0
48509 3 0 0 0
48537 3 0 0 0
48545 3 0 0 0
48568 3 0 0 0
48644 3 0 0 0
48739 3 0 0 0
49363 2 0 0 0
49454 3 0 0 0
50086 2 0 0 0
50155 1 0 0 0
50381 4 0 0 0
50414 3 0 0 0
50515 3 0 0 0
50738 3 0 0 0
50754 3 0 0 0
50759 3 0 0 0
51060 2 0 0 0
51098 3 0 0 0
51205 1 0 0 0
51283 1 0 0 0
51286 2 0 0 0
51481 1 0 0 0
51484 3 0 0 0
51486 1 0 0 0
51814 3 0 0 0
52019 3 0 0 0
52189 3 0 0 0
52514 3 0 0 0
52846 3 0 0 0
52916 3 0 0 0
52980 3 0 0 0
53401 2 0 0 0
53430 3 0 0 0
53516 3 0 0 0
53586 3 0 0 0
53717 3 0 0 0
53798 2 0 0 0
54429 3 0 0 0
54518 3 0 0 0
54837 4 0 0 0
54971 3 0 0 0
55015 3 0 0 0
55288 1 0 0 0
56178 1 0 0 0
56496 3 0 0 0
56687 2 0 0 0
57116 4 0 0 0
57257 3 0 0 0
57288 3 0 0 0
57431 3 0 0 0
57594 3 0 0 0
57794 3 0 0 0
57991 4 0 0 0
58261 2 0 0 0
58262 4 0 0 0
58351 3 0 0 0
58352 3 0 0 0
60018 4 0 0 0
60319 4 0 0 0
60379 2 0 0 0
60492 1 0 0 0
61022 3 0 0 0
62043 2 0 0 0
62052 2 0 0 0
62053 2 0 0 0
62062 2 0 0 0
62083 2 0 0 0
62084 2 0 0 0
62086 2 0 0 0
62094 2 0 0 0
62095 2 0 0 0
62110 2 0 0 0
62118 2 0 0 0
62119 2 0 0 0
62137 2 0 0 0
62157 2 0 0 0
62176 3 0 0 0
62193 2 0 0 0
62194 2 0 0 0
62199 3 0 0 0
62200 2 0 0 0
62201 2 0 0 0
62215 3 0 0 0
62225 2 0 0 0
62226 2 0 0 0
62227 2 0 0 0
62235 2 0 0 0
62242 2 0 0 0
62264 4 0 0 0
62270 3 0 0 0
62271 3 0 0 0
62276 2 0 0 0
62277 2 0 0 0
62282 2 0 0 0
62289 2 0 0 0
62291 2 0 0 0
62300 2 0 0 0
62317 2 0 0 0
62321 2 0 0 0
62331 2 0 0 0
62341 2 0 0 0
62347 1 0 0 0
62348 2 0 0 0
62366 2 0 0 0
62373 2 0 0 0
62374 2 0 0 0
62398 2 0 0 0
62399 2 0 0 0
62406 2 0 0 0
62407 2 0 0 0
62413 2 0 0 0
62430 2 0 0 0
62439 2 0 0 0
62450 2 0 0 0
62455 2 0 0 0
62461 2 0 0 0
62473 2 0 0 0
62480 2 0 0 0
62481 2 0 0 0
62505 2 0 0 0
62509 2 0 0 0
62523 2 0 0 0
62536 3 0 0 0
62542 4 0 0 0
62560 2 0 0 0
62561 2 0 0 0
62570 2 0 0 0
62578 2 0 0 0
62579 2 0 0 0
62580 2 0 0 0
62588 2 0 0 0
62602 4 0 0 0
62612 1 0 0 0
62613 2 0 0 0
62614 2 0 0 0
62619 2 0 0 0
62623 1 0 0 0
62629 4 0 0 0
62648 2 0 0 0
62651 2 0 0 0
62652 2 0 0 0
62657 2 0 0 0
62668 2 0 0 0
62672 2 0 0 0
62687 1 0 0 0
62694 1 0 0 0
62700 3 0 0 0
62728 3 0 0 0
62745 2 0 0 0
62746 2 0 0 0
62763 2 0 0 0
62780 2 0 0 0
62781 2 0 0 0
62790 2 0 0 0
62793 3 0 0 0
62802 2 0 0 0
62808 2 0 0 0
62809 2 0 0 0
62837 2 0 0 0
62838 2 0 0 0
62842 2 0 0 0
62866 2 0 0 0
62870 2 0 0 0
62878 2 0 0 0
62885 2 0 0 0
62891 1 0 0 0
62896 2 0 0 0
62901 2 0 0 0
62902 1 0 0 0
62929 2 0 0 0
62930 3 0 0 0
62931 3 0 0 0
62941 2 0 0 0
62948 3 0 0 0
62961 2 0 0 0
62975 1 0 0 0
62981 2 0 0 0
62996 1 0 0 0
62998 2 0 0 0
63014 4 0 0 0
63019 1 0 0 0
63025 3 0 0 0
63031 2 0 0 0
63048 3 0 0 0
63050 2 0 0 0
63059 2 0 0 0
63064 2 0 0 0
63075 2 0 0 0
63089 2 0 0 0
63097 2 0 0 0
63108 2 0 0 0
63114 2 0 0 0
63119 2 0 0 0
63124 2 0 0 0
63141 2 0 0 0
63146 3 0 0 0
63147 2 0 0 0
63152 4 0 0 0
63161 2 0 0 0
63181 2 0 0 0
63187 2 0 0 0
63193 4 0 0 0
63197 2 0 0 0
63206 2 0 0 0
63224 2 0 0 0
63225 2 0 0 0
63241 2 0 0 0
63246 2 0 0 0
63259 2 0 0 0
