0.0
node 1    -526185   -1.53048e+06   5.01694e+06      -0.000257478   0.000612219   -0.0001043      -0.000257478   0.000612219   -0.0001043
node 2    -50778.8   -1.37681e+06   4.41256e+06      -0.000302597   5.90426e-05   -0.000448156      -0.000302597   5.90426e-05   -0.000448156
node 3    -74015.3   -1.8988e+06   4.92592e+06      -0.000336273   0.000641995   0.000140398      -0.000336273   0.000641995   0.000140398
node 4    -149872   -2.16568e+06   4.23679e+06      -0.000290215   0.000169447   1.48201e-05      -0.000290215   0.000169447   1.48201e-05
node 5    -1.19938e+06   -1.78044e+06   5.31267e+06      -0.000147151   0.000478892   -9.62324e-05      -0.000147151   0.000478892   -9.62324e-05
node 6    -952779   -1.113e+06   5.08147e+06      -0.000330901   0.000244223   -0.000461571      -0.000330901   0.000244223   -0.000461571
node 7    -1.21683e+06   -1.80527e+06   4.82005e+06      -0.000259494   0.000177359   -0.000225954      -0.000259494   0.000177359   -0.000225954
node 8    -909908   -2.17288e+06   5.22337e+06      -0.000179209   0.000615027   6.11786e-05      -0.000179209   0.000615027   6.11786e-05
node 9    -794076   -1.80894e+06   5.37867e+06      -0.000130951   0.000816683   3.9195e-05      -0.000130951   0.000816683   3.9195e-05
node 10    -922229   -1.22497e+06   4.40823e+06      -0.000354343   -7.16598e-05   -0.000605529      -0.000354343   -7.16598e-05   -0.000605529
node 11    -478003   -1.0431e+06   5.16958e+06      -0.000264485   0.000621766   -0.000393239      -0.000264485   0.000621766   -0.000393239
node 12    -70857   -957782   4.97573e+06      -0.000405889   0.000437732   -0.000640176      -0.000405889   0.000437732   -0.000640176
node 13    -118895   -1.28308e+06   5.58323e+06      -0.000233376   0.00208247   0.000447451      -0.000233376   0.00208247   0.000447451
node 14    -574369   -1.15349e+06   5.58323e+06      6.43574e-06   0.00138092   6.06718e-05      6.43574e-06   0.00138092   6.06718e-05
node 15    -967492   -1.36162e+06   5.48114e+06      -8.15759e-05   0.000756757   -0.00019405      -8.15759e-05   0.000756757   -0.00019405
node 16    -400017   -1.6225e+06   5.48091e+06      -0.000184705   0.00138573   0.000152879      -0.000184705   0.00138573   0.000152879
node 17    -464739   -2.09257e+06   5.31395e+06      -0.000205991   0.000944418   0.000217597      -0.000205991   0.000944418   0.000217597
node 18    -53045.6   -2.17372e+06   -3.48351e+06      5.7384e-05   1.02023e-05   2.98353e-05      5.7384e-05   1.02023e-05   2.98353e-05
node 19    1.04495e+06   -1.99518e+06   -3.48061e+06      5.79304e-05   -3.73524e-06   8.27935e-05      5.79304e-05   -3.73524e-06   8.27935e-05
node 20    751766   -2.95117e+06   -3.97285e+06      6.77943e-05   3.83975e-06   6.23931e-05      6.77943e-05   3.83975e-06   6.23931e-05
node 21    832951   -2.30568e+06   -4.59536e+06      0.000103664   1.15242e-05   6.88464e-05      0.000103664   1.15242e-05   6.88464e-05
node 22    -201619   -2.95065e+06   -4.37616e+06      9.22542e-05   2.11003e-05   1.51811e-05      9.22542e-05   2.11003e-05   1.51811e-05
node 23    -223581   -2.81973e+06   -3.03469e+06      2.80071e-05   4.46269e-06   1.85227e-05      2.80071e-05   4.46269e-06   1.85227e-05
node 24    -846909   -2.43455e+06   -3.47e+06      5.37967e-05   1.70377e-05   -1.58116e-05      5.37967e-05   1.70377e-05   -1.58116e-05
node 25    80926   -2.23187e+06   -4.75467e+06      0.000116203   2.42811e-05   3.39014e-05      0.000116203   2.42811e-05   3.39014e-05
node 26    -626300   -2.01932e+06   -4.22319e+06      9.76182e-05   2.80449e-05   1.69508e-06      9.76182e-05   2.80449e-05   1.69508e-06
node 27    123098   -1.50647e+06   -3.94708e+06      8.88153e-05   1.63435e-05   4.50091e-05      8.88153e-05   1.63435e-05   4.50091e-05
node 28    -2.55128e+06   -474511   3.39756e+06      -0.000410825   -9.39103e-05   -0.000484948      -0.000410825   -9.39103e-05   -0.000484948
node 29    -2.19669e+06   -22015.4   4.08418e+06      -0.000445871   -9.06991e-05   -0.000637054      -0.000445871   -9.06991e-05   -0.000637054
node 30    -2.40174e+06   233207   3.19193e+06      -0.000401856   -3.54675e-05   -0.000486851      -0.000401856   -3.54675e-05   -0.000486851
node 31    -3.19623e+06   533982   3.44142e+06      -0.000365491   -2.19883e-05   -0.000348941      -0.000365491   -2.19883e-05   -0.000348941
node 32    -2.53701e+06   -1.26623e+06   4.46635e+06      -0.00040363   -8.95521e-05   -0.000404114      -0.00040363   -8.95521e-05   -0.000404114
node 33    -1.68532e+06   -1.12813e+06   3.74436e+06      -0.00038467   -0.000126329   -0.000540448      -0.00038467   -0.000126329   -0.000540448
node 34    -2.42625e+06   -496390   4.70757e+06      -0.00046793   -8.74589e-05   -0.000586181      -0.00046793   -8.74589e-05   -0.000586181
node 35    -2.1086e+06   -671392   2.71165e+06      -0.000423321   -0.000134548   -0.000500625      -0.000423321   -0.000134548   -0.000500625
node 36    -3.17683e+06   -597890   2.71408e+06      -0.000382526   -6.7149e-05   -0.000349064      -0.000382526   -6.7149e-05   -0.000349064
node 37    1.23189e+06   -1.7144e+06   4.90315e+06      -0.000534451   0.000377813   5.69054e-05      -0.000534451   0.000377813   5.69054e-05
node 38    1.28408e+06   -771360   4.49506e+06      -0.000181354   -7.63225e-06   -0.000576803      -0.000181354   -7.63225e-06   -0.000576803
node 39    2.03331e+06   -1.59108e+06   5.11537e+06      -0.00055079   0.00025013   7.69804e-05      -0.00055079   0.00025013   7.69804e-05
node 40    2.04555e+06   -1.51489e+06   4.53583e+06      -0.000339922   3.56892e-05   -4.80142e-05      -0.000339922   3.56892e-05   -4.80142e-05
node 41    -2.61201e+06   -1.29148e+06   2.77345e+06      -0.000377302   -0.00011931   -0.000334649      -0.000377302   -0.00011931   -0.000334649
node 42    -2.72404e+06   -1.29973e+06   3.6482e+06      -0.000387887   -9.71973e-05   -0.000370015      -0.000387887   -9.71973e-05   -0.000370015
