-480 0 0 0 4.632e+04
18 4
189 4
242 4
274 4
352 4
356 4
357 4
412 1
444 4
673 4
806 4
822 4
1071 4
1076 4
1078 4
1088 4
1197 1
1230 4
1264 4
1301 4
1353 4
1365 4
1599 4
1653 4
1694 4
1714 4
1747 2
1912 4
1974 4
1991 4
2010 4
2042 4
2061 4
2066 4
2080 4
2138 4
2178 4
2181 4
2286 4
2527 4
2530 4
2534 4
2593 4
2618 4
2643 4
2665 4
2680 4
2681 4
2755 4
2766 4
2823 4
2834 4
2844 4
2907 4
2919 4
2956 4
2978 4
3019 4
3030 4
3069 4
3091 4
3127 4
3150 4
3202 4
3226 4
3291 4
3293 4
3322 4
3360 4
3390 4
3395 4
3422 4
3438 4
3471 4
3485 4
3528 4
3558 4
3598 4
3657 4
3698 4
3813 4
3825 4
3862 4
3896 4
3901 4
3905 4
3909 4
3922 4
3925 4
3940 4
3943 4
3972 4
3979 4
3980 4
4005 4
4010 4
4045 4
4058 4
4064 4
4079 4
4080 4
4129 4
4155 4
4165 4
4171 4
4180 1
4210 4
4359 4
4367 4
4394 4
4448 4
4480 4
4507 4
4518 4
4529 4
4545 4
4546 4
4598 4
4601 4
4664 4
4669 4
4678 4
4728 4
4754 4
4805 4
4812 4
4821 4
4839 4
4847 4
4866 4
4874 4
4875 4
4880 4
4888 4
4892 4
4910 4
4918 4
4938 4
4939 4
4943 4
4951 4
4967 4
4992 4
4994 4
5001 4
5004 4
5052 4
5093 4
5134 4
5143 4
5162 4
5209 4
5225 4
5245 4
5271 4
5279 4
5316 4
5342 4
5360 4
5369 4
5424 4
5438 4
5461 4
5482 4
5512 4
5519 4
5557 4
5576 4
5610 4
5613 4
5622 4
5663 4
5700 4
5705 4
5710 4
5725 3
5736 4
5772 4
5778 4
5783 4
5786 4
5792 4
5797 4
5798 4
5835 4
5868 4
5870 4
5901 4
5905 4
5916 4
5934 4
5972 4
5993 4
5999 4
6018 4
6031 4
6032 4
6096 4
6097 4
6141 4
6142 4
6162 2
6240 4
6246 4
6264 4
6276 4
6289 4
6321 4
6333 4
6354 4
6359 4
6384 4
6404 4
6436 4
6447 4
6449 4
6452 4
6463 4
6487 4
6488 4
6512 4
6518 4
6531 4
6534 4
6568 4
6586 4
6588 4
6628 4
6632 4
6652 4
6656 4
6664 4
6667 2
6673 4
6688 4
6708 4
6710 4
6717 4
6796 4
6799 4
6813 4
6844 4
6858 4
6866 4
6880 4
6889 4
6926 4
6928 4
6932 4
6935 4
6938 4
6966 4
6981 4
6989 4
7047 4
7061 4
7071 4
7077 4
7078 4
7079 4
7087 4
7090 4
7098 4
7101 4
7110 4
7154 4
7169 4
7172 4
7173 4
7192 4
7208 4
7234 4
7250 4
7271 4
7272 4
7289 4
7301 4
7310 4
7330 4
7349 4
7362 4
7372 4
7394 4
7398 4
7401 4
7402 4
7430 4
7437 4
7442 4
7451 4
7466 4
7471 4
7472 4
7491 4
7497 4
7523 4
7550 4
7558 4
7592 4
7664 4
7678 4
7710 4
7713 4
7721 4
7743 4
7747 4
7769 4
7771 4
7772 4
7784 3
7792 4
7817 4
7826 4
7828 4
7831 4
7833 4
7861 4
7865 4
7874 4
7880 4
7881 4
7885 4
7889 4
7895 4
7897 4
7899 4
7919 4
7921 4
7924 4
7925 4
7926 4
7928 4
7931 4
7944 4
7975 4
7985 4
7988 4
7993 4
8002 4
8010 4
8011 4
8012 4
8013 4
8018 4
8028 4
8032 4
8035 4
8046 4
8049 4
8064 4
8075 4
8083 4
8091 4
8102 4
8134 4
8160 4
8162 4
8167 4
8185 4
