31557600.0
node 1    -526185   -1.53048e+06   5.01694e+06      6.94547e+07   -2.69346e+07   -9.27355e+07      8.28343e+07   -3.22734e+07   -1.13289e+08
node 2    -50778.8   -1.37681e+06   4.41256e+06      6.8524e+07   -2.6106e+07   -9.19029e+07      8.17294e+07   -3.11324e+07   -1.12183e+08
node 3    -74015.3   -1.8988e+06   4.92592e+06      7.01259e+07   -2.5894e+07   -9.19515e+07      8.36397e+07   -3.10387e+07   -1.12419e+08
node 4    -149872   -2.16568e+06   4.23679e+06      7.11901e+07   -2.6221e+07   -9.16794e+07      8.49026e+07   -3.12862e+07   -1.12059e+08
node 5    -1.19938e+06   -1.78044e+06   5.31267e+06      7.08554e+07   -2.8414e+07   -9.34057e+07      8.44769e+07   -3.39839e+07   -1.14109e+08
node 6    -952779   -1.113e+06   5.08147e+06      6.85777e+07   -2.80926e+07   -9.31772e+07      8.18376e+07   -3.35465e+07   -1.13711e+08
node 7    -1.21683e+06   -1.80527e+06   4.82005e+06      7.10422e+07   -2.84423e+07   -9.30524e+07      8.47435e+07   -3.3935e+07   -1.13643e+08
node 8    -909908   -2.17288e+06   5.22337e+06      7.16909e+07   -2.76104e+07   -9.29887e+07      8.54681e+07   -3.30659e+07   -1.13655e+08
node 9    -794076   -1.80894e+06   5.37867e+06      7.05068e+07   -2.74058e+07   -9.31518e+07      8.40407e+07   -3.28871e+07   -1.13842e+08
node 10    -922229   -1.22497e+06   4.40823e+06      6.91821e+07   -2.78636e+07   -9.30423e+07      8.2562e+07   -3.31862e+07   -1.13514e+08
node 11    -478003   -1.0431e+06   5.16958e+06      6.77835e+07   -2.69116e+07   -9.26753e+07      8.08533e+07   -3.22552e+07   -1.13106e+08
node 12    -70857   -957782   4.97573e+06      6.70288e+07   -2.60216e+07   -9.20054e+07      7.99768e+07   -3.11481e+07   -1.12216e+08
node 13    -118895   -1.28308e+06   5.58323e+06      6.8127e+07   -2.56408e+07   -9.23279e+07      8.12183e+07   -3.11724e+07   -1.12943e+08
node 14    -574369   -1.15349e+06   5.58323e+06      6.8251e+07   -2.6972e+07   -9.30332e+07      8.13169e+07   -3.2539e+07   -1.13682e+08
node 15    -967492   -1.36162e+06   5.48114e+06      6.93274e+07   -2.7977e+07   -9.34728e+07      8.26362e+07   -3.35483e+07   -1.14153e+08
