1.0
node 1    -526185   -1.53048e+06   5.01694e+06      0.000107076   0.000786035   -0.00140241      0.000564327   -0.000286625   -0.00121128
node 2    -50778.8   -1.37681e+06   4.41256e+06      6.18075e-05   -0.000107151   -0.00195089      0.000582525   -0.000236108   -0.00123045
node 3    -74015.3   -1.8988e+06   4.92592e+06      1.09371e-05   0.000871268   -0.000915095      0.000608433   -0.000245665   -0.00115971
node 4    -149872   -2.16568e+06   4.23679e+06      0.000119785   8.86974e-05   -0.00106803      0.000625652   -0.000208957   -0.00110399
node 5    -1.19938e+06   -1.78044e+06   5.31267e+06      0.000312327   0.000532677   -0.00128002      0.000594257   -0.000271429   -0.00108538
node 6    -952779   -1.113e+06   5.08147e+06      -6.3084e-05   0.000136433   -0.00202484      0.000508064   -0.000295395   -0.00122925
node 7    -1.21683e+06   -1.80527e+06   4.82005e+06      0.000109605   3.29273e-05   -0.00148931      0.000570735   -0.000259686   -0.00108451
node 8    -909908   -2.17288e+06   5.22337e+06      0.00028399   0.000785022   -0.000998768      0.000617508   -0.000256859   -0.00107963
node 9    -794076   -1.80894e+06   5.37867e+06      0.0003407   0.00111761   -0.00109496      0.000599009   -0.000269626   -0.00113133
node 10    -922229   -1.22497e+06   4.40823e+06      -9.50589e-05   -0.000377002   -0.00221423      0.000518761   -0.000235216   -0.00116486
node 11    -478003   -1.0431e+06   5.16958e+06      7.53916e-05   0.000812847   -0.00200501      0.000501052   -0.000330548   -0.00140963
node 12    -70857   -957782   4.97573e+06      -0.000155262   0.000559889   -0.00241868      0.000552117   -0.000313146   -0.00145827
node 13    -118895   -1.28308e+06   5.58323e+06      0.000114645   0.00325387   -0.000654057      0.000572149   -0.000309076   -0.00135762
node 14    -574369   -1.15349e+06   5.58323e+06      0.000512019   0.00207233   -0.00127266      0.000539249   -0.000319979   -0.00133891
node 15    -967492   -1.36162e+06   5.48114e+06      0.000388946   0.00099477   -0.00154365      0.000557169   -0.000292815   -0.00118399
node 16    -400017   -1.6225e+06   5.48091e+06      0.00022938   0.0020913   -0.000975121      0.000586763   -0.000275296   -0.00119936
node 17    -464739   -2.09257e+06   5.31395e+06      0.00023091   0.00135738   -0.000769898      0.00061696   -0.000250129   -0.0011199
