     27911         1   0.98928   0.13891  -0.04514   0.14606  -0.94086   0.30570         1        8.32002
     28004         1   0.98323   0.17344  -0.05635   0.18237  -0.93511   0.30383         1        7.35830
     27806         1   0.95178   0.29176  -0.09480   0.30678  -0.90520   0.29412         1        9.76973
     27836         1   0.94095   0.32197  -0.10461   0.33854  -0.89490   0.29077         1       14.96258
     28036         1   0.98112   0.18392  -0.05976   0.19339  -0.93310   0.30318         1       11.51232
     28173         1   0.98643   0.15614  -0.05073   0.16418  -0.93815   0.30482         1       13.15289
     28017         1   0.95961   0.26758  -0.08694   0.28135  -0.91264   0.29653         1       10.33919
     27763         1   0.96622   0.24512  -0.07965   0.25774  -0.91893   0.29858         1        4.58566
     27762         1   0.95746   0.27444  -0.08917   0.28857  -0.91060   0.29587         1        5.03503
     27863         1   0.93674   0.33288  -0.10816   0.35001  -0.89090   0.28947         1        3.60822
     28253         1   0.93249   0.34352  -0.11162   0.36120  -0.88685   0.28815         1        7.38249
     27959         1   0.96552   0.24760  -0.08045   0.26034  -0.91826   0.29836         1       11.70884
     27824         1   0.97626   0.20599  -0.06693   0.21659  -0.92848   0.30168         1        2.55022
     27965         1   0.98543   0.16173  -0.05255   0.17005  -0.93720   0.30452         1       12.81200
     27790         1   0.97892   0.19423  -0.06311   0.20423  -0.93101   0.30250         1        9.87905
     27864         1   0.87940   0.45278  -0.14712   0.47608  -0.83636   0.27175         1        8.18423
     27760         1   0.89307   0.42790  -0.13903   0.44992  -0.84936   0.27597         1        6.35256
     27764         1   0.90877   0.39688  -0.12895   0.41730  -0.86429   0.28082         1        5.17658
     27766         1   0.91819   0.37675  -0.12241   0.39614  -0.87325   0.28374         1        6.69113
     27857         1   0.94215   0.31878  -0.10358   0.33518  -0.89604   0.29114         1       11.50116
     27834         1   0.97351   0.21747  -0.07066   0.22866  -0.92586   0.30083         1       14.04931
     27804         1   0.93749   0.33098  -0.10754   0.34802  -0.89160   0.28970         1       19.00412
     27796         1   0.94628   0.30751  -0.09992   0.32334  -0.89997   0.29242         1       12.73239
     27954         1   0.93952   0.32573  -0.10583   0.34249  -0.89354   0.29033         1        9.49921
