  Node     xx        yy       zz         ux            uy          uz         dx            dy          dz
 65683    -25000   -11144.6   0      0.0818709   0.0623168   0.00408463      0.0818709   0.0623168   0.00408463
 65712    -25000   -11747   0      0.0826627   0.063392   0.00440281      0.0826627   0.063392   0.00440281
 65748    -25000   -12349.4   0      0.083092   0.0643552   0.00471452      0.083092   0.0643552   0.00471452
 65775    -25000   -12951.8   0      0.0831917   0.0651495   0.0050388      0.0831917   0.0651495   0.0050388
 65798    -25000   -13554.2   0      0.0830969   0.0658155   0.00532874      0.0830969   0.0658155   0.00532874
 65871    -25000   -14156.6   0      0.0826887   0.066351   0.00564563      0.0826887   0.066351   0.00564563
 63685    -25000   -14759   0      0.0821218   0.0667136   0.0059315      0.0821218   0.0667136   0.0059315
 62400    -25000   -15361.4   0      0.0813341   0.0669704   0.00620287      0.0813341   0.0669704   0.00620287
 60162    -25000   -15963.9   0      0.0803501   0.0670756   0.00646573      0.0803501   0.0670756   0.00646573
 60160    -25000   -16566.3   0      0.0792611   0.0670453   0.00670509      0.0792611   0.0670453   0.00670509
 66013    -25000   -17168.7   0      0.0779963   0.0669147   0.00693405      0.0779963   0.0669147   0.00693405
 66043    -25000   -17771.1   0      0.0766291   0.0666371   0.00715794      0.0766291   0.0666371   0.00715794
 65995    -25000   -18373.5   0      0.0752268   0.0663045   0.0073248      0.0752268   0.0663045   0.0073248
 66105    -25000   -18975.9   0      0.0736761   0.0658428   0.0075084      0.0736761   0.0658428   0.0075084
 66129    -25000   -19578.3   0      0.0720959   0.0652781   0.00766443      0.0720959   0.0652781   0.00766443
 60045    -25000   -20180.7   0      0.0704646   0.0646584   0.0077962      0.0704646   0.0646584   0.0077962
 60046    -25000   -20783.1   0      0.0687857   0.0639373   0.0079232      0.0687857   0.0639373   0.0079232
 63802    -25000   -21385.5   0      0.0671157   0.0631757   0.00802466      0.0671157   0.0631757   0.00802466
 66192    -25000   -21988   0      0.0653934   0.0623324   0.00812192      0.0653934   0.0623324   0.00812192
 66169    -25000   -22590.4   0      0.0636819   0.0614223   0.00819869      0.0636819   0.0614223   0.00819869
 64985    -25000   -23192.8   0      0.0619838   0.0604877   0.00825166      0.0619838   0.0604877   0.00825166
 64736    -25000   -23795.2   0      0.0602662   0.0594895   0.00830271      0.0602662   0.0594895   0.00830271
 60389    -25000   -24397.6   0      0.0586064   0.0584825   0.00834604      0.0586064   0.0584825   0.00834604
 60385    -24397.6   -25000   0      0.0578467   0.0590204   0.00834666      0.0578467   0.0590204   0.00834666
 64721    -23795.2   -25000   0      0.0587183   0.0605951   0.00830613      0.0587183   0.0605951   0.00830613
 64941    -23192.8   -25000   0      0.0595687   0.0621992   0.00824997      0.0595687   0.0621992   0.00824997
 53014    -22590.4   -25000   0      0.0603414   0.0637661   0.00820347      0.0603414   0.0637661   0.00820347
 65097    -21988   -25000   0      0.0610852   0.0653331   0.00813021      0.0610852   0.0653331   0.00813021
 63140    -21385.5   -25000   0      0.0617513   0.0668927   0.0080463      0.0617513   0.0668927   0.0080463
 63139    -20783.1   -25000   0      0.0623483   0.0683807   0.00796042      0.0623483   0.0683807   0.00796042
 65982    -20180.7   -25000   0      0.0628739   0.0698603   0.00785887      0.0628739   0.0698603   0.00785887
 65057    -19578.3   -25000   0      0.0633077   0.0712424   0.00772149      0.0633077   0.0712424   0.00772149
 45771    -18975.9   -25000   0      0.0636829   0.072577   0.00758009      0.0636829   0.072577   0.00758009
 65952    -18373.5   -25000   0      0.0639404   0.0738148   0.00743312      0.0639404   0.0738148   0.00743312
 65951    -17771.1   -25000   0      0.0641223   0.0749388   0.00726632      0.0641223   0.0749388   0.00726632
 65879    -17168.7   -25000   0      0.0642003   0.0759712   0.00707358      0.0642003   0.0759712   0.00707358
