50164 0 0 1 26193
217692 1
217749 1
217774 1
217779 2
217797 1
217967 1
217968 1
217979 1
218233 1
218248 3
218257 2
218322 1
218447 1
218490 1
218494 1
218541 1
218595 1
218664 1
218707 3
218837 1
218852 1
218862 1
218908 1
218916 1
219002 1
219043 1
219239 1
219242 1
219275 1
219293 2
219446 2
219510 2
219513 2
219525 3
219557 1
219634 2
219653 3
219677 4
219738 3
219746 2
219780 1
219840 2
219942 4
220000 1
220022 4
220197 1
220282 1
220286 1
220301 1
220366 1
220794 1
220809 1
220971 1
220990 3
221006 3
221120 1
221129 4
221228 1
221313 1
221314 1
221409 4
221656 1
221795 1
221928 1
221933 1
221958 1
222018 1
222033 4
222159 1
222179 4
222214 1
222451 1
222528 2
222590 1
222862 2
222872 1
222886 1
222963 1
222964 2
223010 1
223019 3
223020 1
223023 1
223116 2
223434 1
223464 3
223602 1
223636 1
224011 1
224059 1
224154 2
224168 1
224196 1
224406 1
224425 1
224432 1
224447 1
224572 1
224620 2
224629 1
224694 1
224721 1
224802 1
225161 1
225173 2
225177 1
225232 1
225360 1
225574 1
225576 1
225590 1
225706 1
225741 1
225746 1
225764 1
225874 1
225906 4
225930 1
225931 1
226266 1
226277 1
226307 1
226363 1
226445 1
226456 1
226476 3
226530 1
226531 1
226533 1
226545 1
226667 1
226882 1
226983 1
227570 1
227690 1
227693 2
227697 1
227716 2
227736 1
227826 1
228346 1
228624 1
228625 1
228645 1
228800 1
228801 1
228879 2
229369 1
229402 2
229499 1
229500 1
229508 1
229510 1
229586 1
229589 1
229594 1
229696 1
229946 1
229966 3
229995 3
230000 1
230019 1
230024 3
230028 1
230040 1
230048 1
230062 1
230065 1
230073 1
230089 3
230091 1
230094 3
230100 1
230126 1
230130 1
230139 1
230145 1
230200 1
230202 1
230208 1
230217 1
230223 1
230228 1
230231 1
230238 1
230245 1
230252 1
230289 2
230307 1
230315 1
230319 4
230326 1
230327 1
230340 1
230341 1
230356 1
230360 1
230390 1
230393 1
230409 1
230421 1
230426 1
230433 1
230435 1
230438 1
230453 2
230454 1
230457 3
230459 1
230462 1
230463 1
230471 1
230474 1
230486 1
230491 1
230494 1
230515 1
230516 1
230543 4
230550 1
230561 1
230564 1
230576 1
230582 1
230583 1
230584 1
230586 1
230588 1
230597 1
230598 1
230599 1
230613 1
230614 1
230617 1
230618 1
230619 1
230638 1
230644 4
230654 1
230656 1
230668 1
230674 1
230714 1
230723 1
230727 1
230728 1
230735 1
230736 1
230756 1
230764 1
230768 1
230770 1
230779 1
230789 1
230795 1
230796 1
230798 1
230820 1
230823 1
230833 1
230839 1
230850 1
230859 1
230862 1
230871 1
230878 1
230890 2
230893 1
230968 1
230984 1
230988 1
231016 1
231023 1
231034 1
231037 1
231042 1
231059 1
231082 1
231105 1
231116 2
231125 1
231133 1
231140 1
231150 3
231151 1
231164 1
231172 1
231176 2
231182 1
231184 2
231188 1
231190 1
231191 1
231197 2
231206 1
231237 1
231239 1
231240 1
231241 1
231245 1
231260 3
231263 1
231264 1
231272 1
231275 1
231282 1
231283 1
231291 1
231299 1
231310 1
231311 1
231326 1
231329 2
231331 1
231332 1
231336 1
231338 1
231342 1
231347 1
231352 1
231353 1
231355 1
231360 1
231364 1
231366 1
231376 1
231382 1
231387 1
231388 2
231396 1
231398 1
231400 2
231408 1
231419 1
231432 1
231434 1
231437 1
231454 1
231458 1
231462 1
231463 1
231475 1
231485 4
231495 1
231505 1
231529 2
231533 1
231535 1
231541 1
231552 1
231562 1
231569 1
231570 1
231576 2
231578 1
231581 1
231582 1
231585 1
231588 2
231599 1
231609 3
231613 1
231634 1
231636 1
231639 1
231642 1
231644 1
231649 1
231651 1
231652 1
231653 1
231658 1
231659 1
231664 2
231666 1
231675 1
231677 1
231687 1
231688 1
231694 1
231702 1
231724 1
231732 1
231738 1
231756 1
231757 1
231763 1
231768 1
231772 1
231782 1
231783 1
231787 1
231789 1
231790 1
231794 3
231801 1
231803 1
231804 1
231805 1
231806 1
231817 1
231822 1
231828 1
231832 1
231835 1
231836 2
231838 1
231840 1
231841 1
231843 1
231845 1
231851 1
231864 3
231870 1
231872 1
231873 1
231876 1
231877 1
231878 1
231884 1
231888 2
231889 1
231890 1
231895 1
231899 1
231901 1
231907 1
231911 1
231914 1
231916 1
231919 1
231921 1
231923 1
231925 1
231928 1
231930 1
231932 1
231934 1
231935 1
231936 1
231939 1
231942 1
231945 1
231949 1
231961 1
231962 2
231964 1
231965 2
231966 1
231971 1
231978 2
231981 1
231983 1
231985 1
231986 1
231991 1
231992 2
231996 1
231999 1
232002 1
232007 1
232011 1
232012 1
232017 1
232020 1
232032 1
232035 1
232037 3
232038 1
232040 1
232044 1
232045 1
232049 1
232051 1
232055 1
232056 1
232060 1
232064 1
232071 1
232075 1
232078 1
232081 1
232082 1
232083 1
232085 1
232088 1
232095 1
232097 1
232102 2
232106 1
232107 1
232109 1
232116 2
232117 1
232118 1
232119 1
232120 1
232121 1
232122 1
232123 1
232127 3
232131 1
232132 1
232135 1
232137 1
232139 1
232148 1
232157 3
232164 1
232165 1
232166 1
232168 1
232170 1
232172 1
232174 1
232175 1
232184 1
232185 1
232193 2
232198 2
232199 1
232201 1
232205 1
232210 1
232212 1
232215 1
232217 1
232219 4
232220 1
232226 1
232229 1
232233 1
232236 1
232238 1
232240 1
232241 1
232244 1
232246 1
232250 1
232254 1
232256 1
232257 1
232258 1
232259 1
232262 1
232263 1
232264 1
232265 1
232267 1
232268 1
232271 1
232272 1
232273 1
232274 1
232279 1
232281 1
232289 1
232290 1
232291 1
232292 1
232293 1
232297 1
232298 1
232301 1
232302 1
232304 1
232305 1
232310 1
232311 1
232312 1
232313 1
232314 1
232316 1
232318 1
232324 1
232328 1
232336 1
232340 1
232343 2
232345 1
232346 1
232349 1
232350 3
232352 1
232354 1
232356 1
232357 1
232363 1
232368 1
232371 1
232377 1
232378 1
232379 1
232381 1
232383 1
232385 2
232389 1
232391 1
232396 1
232398 1
232401 1
232402 3
232403 1
232414 1
232415 1
232416 1
232419 1
232422 1
232426 1
232427 3
232429 4
232431 1
232432 1
232439 1
232442 1
232443 1
232444 1
232445 1
232446 1
232456 1
232459 1
232462 1
232465 1
232466 1
232469 1
232471 1
232473 1
232479 1
232480 1
232483 1
232490 1
232491 2
232494 1
232495 2
232496 1
232497 1
232503 2
232504 1
232507 1
232515 1
232518 1
232520 1
232521 1
232523 1
232526 1
232534 1
232536 1
232543 1
232545 1
232550 1
232552 1
232553 1
232565 3
232570 1
232571 1
232572 1
232575 1
232576 1
232577 1
232580 1
232582 1
232593 1
232594 1
232596 1
232597 1
232599 1
232606 1
232610 1
232620 1
232623 1
232633 1
232638 1
232639 1
232646 1
232647 1
232648 1
232651 1
232658 1
232665 1
232666 1
232671 1
232673 1
232675 1
232676 1
232682 1
232684 1
232686 1
232687 1
232688 3
232692 1
232693 2
232697 2
232700 1
232703 1
232709 1
232717 1
232720 1
232724 1
232725 1
232727 1
232731 1
232734 1
232746 3
232747 1
232759 1
232762 1
232767 1
232770 1
232772 1
232773 1
232774 1
232779 2
232782 1
232783 1
232785 1
232787 1
232790 1
232791 2
232792 1
232793 1
232794 1
232795 1
232796 1
232797 1
232799 2
232800 1
232801 1
232805 1
232813 1
232815 1
232816 1
232818 2
232819 1
232822 1
232823 1
232824 1
232826 1
232828 1
232833 1
232836 1
232842 1
232843 3
232846 1
232850 1
232852 1
232853 1
232855 1
232857 1
232859 1
232864 1
232868 1
232869 1
232871 1
232877 1
232882 1
232883 1
232887 1
232891 1
232896 1
232897 1
232898 1
232907 1
232911 1
232913 1
232914 1
232915 1
232920 1
232923 1
232925 1
232929 1
232932 1
232936 1
232939 1
232942 4
232943 1
232944 1
232946 1
232951 1
232959 1
232960 1
232967 1
232971 1
232981 1
232987 1
232990 1
232991 1
232999 1
233001 1
233003 1
233011 1
233018 1
233019 1
233022 1
233023 1
233024 1
233025 1
233031 1
233036 1
233037 1
233038 1
233042 1
233044 1
233045 1
233047 1
233048 3
233049 1
233050 1
233051 1
233054 1
233055 1
233057 1
233058 1
233061 1
233062 1
233063 1
233064 1
233065 1
233067 1
233069 1
233071 3
233076 1
233078 1
233084 1
233085 1
233087 1
233088 1
233092 1
233094 1
233098 1
233099 1
233101 1
233102 1
233103 1
233104 2
233119 1
233121 1
233123 1
233125 1
233126 1
233141 1
233142 1
233153 1
233156 1
233158 1
233159 1
233160 1
233161 1
233163 1
233170 1
233171 1
233172 1
233176 1
233179 1
233184 1
233189 1
233190 1
233193 1
233202 1
233204 1
233209 1
233210 1
233211 1
233212 1
233215 1
233216 1
233217 1
233224 1
233229 1
233230 1
233231 1
233233 1
233236 1
233238 1
233239 1
233243 1
233244 1
233246 1
233247 1
233255 1
233257 1
233258 1
233261 1
233264 4
233266 1
233269 2
233271 1
233275 1
233281 1
233285 1
233287 1
233288 2
233291 1
233295 1
233299 1
233313 1
233314 1
233319 1
233320 1
233322 1
233324 1
233325 3
233328 1
233329 1
233335 1
233336 1
233342 1
233343 1
233345 1
233348 1
233349 1
233350 1
233351 1
233353 1
233356 1
233366 1
233370 1
233371 1
233373 1
233374 3
233380 1
233388 1
233393 1
233396 1
233397 1
233398 1
233408 2
233411 1
233416 4
233420 1
233422 1
233423 1
233443 1
233447 1
233449 1
233459 1
233461 1
233466 1
233468 1
233469 1
233470 1
233475 1
233479 1
233481 2
233486 1
233492 1
233498 1
233501 1
233503 1
233504 1
