  x        y       z         ux            uy          uz
-6024.14   -23434.9   0      0.060534   0.0678406   0.00186435
-5421.73   -23434.9   0      0.0589253   0.0625036   0.00163335
-4819.32   -23434.9   0      0.0574082   0.0567467   0.0014158
-4216.91   -23434.9   0      0.0560028   0.0506201   0.00121244
-3614.5   -23434.9   0      0.0547391   0.0441531   0.0010209
-3012.09   -23434.9   0      0.0536251   0.037382   0.000826055
-2409.68   -23434.9   0      0.0526637   0.0303539   0.00062886
-1807.27   -23434.9   0      0.0519046   0.0230653   0.000461714
-1204.86   -23434.9   0      0.0513503   0.0156191   0.000301576
-602.449   -23434.9   0      0.0510137   0.00806646   0.000150342
-0.0397596   -23434.9   0      0.0508745   0.000468383   -1.55302e-05
602.37   -23434.9   0      0.0509643   -0.00717421   -0.000161997
1204.78   -23434.9   0      0.0512817   -0.0147751   -0.000304035
1807.19   -23434.9   0      0.051829   -0.0222576   -0.000446157
2409.6   -23434.9   0      0.0525725   -0.0295527   -0.000612781
3012.01   -23434.9   0      0.0535143   -0.0366305   -0.000784511
3614.42   -23434.9   0      0.0546215   -0.043432   -0.000982006
4216.83   -23434.9   0      0.0558868   -0.0499315   -0.00118665
4819.24   -23434.9   0      0.0572883   -0.0560906   -0.00140234
5421.65   -23434.9   0      0.0588013   -0.0618756   -0.00163269
6024.06   -23434.9   0      0.0603985   -0.0672539   -0.00186828
6626.47   -23434.9   0      0.0620555   -0.0721946   -0.00212006
7228.88   -23434.9   0      0.0637456   -0.076682   -0.00239046
7831.29   -23434.9   0      0.0654379   -0.080713   -0.00268721
8433.7   -23434.9   0      0.0671172   -0.0842809   -0.00298526
9036.1   -23434.9   0      0.0687563   -0.0873743   -0.0032937
9638.51   -23434.9   0      0.0703307   -0.0899971   -0.00361257
10240.9   -23434.9   0      0.0718194   -0.0921687   -0.00394179
10843.3   -23434.9   0      0.0732097   -0.0939162   -0.00426922
11445.7   -23434.9   0      0.0744791   -0.0952385   -0.0046009
12048.2   -23434.9   0      0.0756158   -0.0961632   -0.0049383
12650.6   -23434.9   0      0.0766172   -0.096727   -0.00527101
13253   -23434.9   0      0.0774616   -0.0969417   -0.00560452
13855.4   -23434.9   0      0.0781592   -0.0968457   -0.00591908
14457.8   -23434.9   0      0.0786998   -0.09645   -0.00622755
15060.2   -23434.9   0      0.0790867   -0.0957953   -0.00652896
15662.6   -23434.9   0      0.0793177   -0.0948994   -0.00681628
16265   -23434.9   0      0.079398   -0.0937837   -0.00709602
16867.4   -23434.9   0      0.0793207   -0.0924668   -0.00736446
17469.8   -23434.9   0      0.0790998   -0.0909976   -0.00761089
18072.2   -23434.9   0      0.0787524   -0.089396   -0.00783128
18674.7   -23434.9   0      0.0782765   -0.0876678   -0.00804487
19277.1   -23434.9   0      0.0776871   -0.0858494   -0.00823765
19879.5   -23434.9   0      0.0769824   -0.0839407   -0.00841044
20481.6   -23434.1   0      0.0761838   -0.0819771   -0.00857083
21080.6   -23434.1   0      0.0752974   -0.0799748   -0.00871178
21674.5   -23432.4   0      0.0743378   -0.0779675   -0.00883233
22264.5   -23417.2   0      0.0733598   -0.0759861   -0.00892424
22909.3   -23323.6   0      0.0725183   -0.074003   -0.00901423
22905.1   -22653.4   0      0.0751552   -0.075725   -0.00891966
22886.6   -22026.3   0      0.0776857   -0.07733   -0.00879466
22897.1   -21402.5   0      0.080168   -0.0787627   -0.00867063
22903.2   -20791.3   0      0.0826324   -0.0801238   -0.00851382
22907.5   -20184.5   0      0.0850778   -0.0814106   -0.00834012
22910.3   -19579.8   0      0.0875169   -0.0826144   -0.00813922
22912   -18976.4   0      0.0899244   -0.083715   -0.00791737
22912.8   -18373.6   0      0.0923157   -0.0847232   -0.00766622
22913.1   -17771.1   0      0.0946288   -0.0856062   -0.00739428
22913.2   -17168.7   0      0.0968943   -0.0863678   -0.0070919
22913.2   -16566.3   0      0.0990264   -0.0869625   -0.00677859
22913.2   -15963.9   0      0.101039   -0.0874014   -0.00644165
22913.2   -15361.5   0      0.102907   -0.0876738   -0.00608623
22913.2   -14759.1   0      0.104597   -0.0877647   -0.00569939
22913.2   -14156.7   0      0.106073   -0.0876508   -0.00528329
22913.2   -13554.3   0      0.107292   -0.0873271   -0.00485615
22913.2   -12951.9   0      0.108223   -0.086783   -0.00441612
22913.2   -12349.5   0      0.108814   -0.0860143   -0.00397592
22913.2   -11747   0      0.109007   -0.0850361   -0.00353985
22913.2   -11144.6   0      0.108791   -0.0838361   -0.00308897
22913.2   -10542.2   0      0.108118   -0.0824111   -0.0026265
22913.2   -9939.81   0      0.106929   -0.0807731   -0.00216164
22913.2   -9337.4   0      0.105206   -0.0789146   -0.00170991
22913.2   -8734.99   0      0.102881   -0.0768706   -0.0012931
22913.2   -8132.58   0      0.0999286   -0.0746673   -0.000912711
22913.2   -7530.17   0      0.0963234   -0.0723388   -0.000576276
22913.2   -6927.76   0      0.0920462   -0.0699279   -0.00027567
22913.2   -6325.35   0      0.0870895   -0.0674658   -1.22218e-05
22913.2   -5722.94   0      0.0814513   -0.064988   0.000211655
22913.2   -5120.53   0      0.0751178   -0.0625518   0.000373985
22913.2   -4518.13   0      0.0681197   -0.0602088   0.000473338
22913.2   -3915.72   0      0.0604849   -0.0580245   0.00051803
22913.2   -3313.31   0      0.0522702   -0.0560501   0.000525137
22913.2   -2710.9   0      0.0435413   -0.0543458   0.00048607
22913.2   -2108.49   0      0.034411   -0.0529325   0.000440911
22913.2   -1506.08   0      0.0249448   -0.0518528   0.000373496
22913.2   -903.667   0      0.0152549   -0.0511159   0.000318664
22913.2   -301.258   0      0.00541376   -0.0507308   0.000265604
22913.2   301.152   0      -0.00448239   -0.0506967   0.00019326
22913.2   903.561   0      -0.0143776   -0.0510512   9.09583e-05
22913.2   1505.97   0      -0.0241397   -0.0517868   -1.92708e-06
22913.2   2108.38   0      -0.0336434   -0.0528819   -8.43417e-05
22913.2   2710.79   0      -0.0427871   -0.0542947   -0.000130136
22913.2   3313.2   0      -0.051495   -0.055996   -0.000152316
22913.2   3915.61   0      -0.0596876   -0.0579399   -0.000141161
22913.2   4518.02   0      -0.0673157   -0.060073   -8.68366e-05
22913.2   5120.43   0      -0.074338   -0.0623631   -3.62225e-06
22913.2   5722.84   0      -0.0806927   -0.064753   0.000123516
22913.2   6325.25   0      -0.0863839   -0.0671996   0.000294827
22913.2   6927.66   0      -0.0913769   -0.0696601   0.000504922
22913.2   7530.07   0      -0.0956741   -0.0720757   0.000781667
22913.2   8132.48   0      -0.0992803   -0.0743943   0.00110907
22913.2   8734.89   0      -0.102239   -0.0765886   0.00146948
22913.2   9337.3   0      -0.10457   -0.0786118   0.0018737
22913.2   9939.71   0      -0.106337   -0.0804628   0.00227823
22913.2   10542.1   0      -0.107558   -0.0821172   0.0027035
22913.2   11144.5   0      -0.108282   -0.0835664   0.00313356
22913.2   11746.9   0      -0.108527   -0.084789   0.00358012
22913.2   12349.3   0      -0.108365   -0.0857934   0.00401228
22913.2   12951.8   0      -0.107816   -0.0865748   0.00444643
22913.2   13554.2   0      -0.106928   -0.0871323   0.00488068
22913.2   14156.6   0      -0.10575   -0.0874782   0.0053011
22913.2   14759   0      -0.104299   -0.0876003   0.00572298
22913.2   15361.4   0      -0.102635   -0.087526   0.00611282
22913.2   15963.8   0      -0.100775   -0.0872646   0.00648222
22913.2   16566.2   0      -0.0987592   -0.0868256   0.00682886
22913.2   17168.6   0      -0.0966121   -0.0862213   0.00715005
22913.2   17771   0      -0.0943717   -0.0854723   0.00744366
22913.2   18373.4   0      -0.0920485   -0.0845904   0.0077169
22913.2   18975.9   0      -0.0896646   -0.0835861   0.00797143
22913.2   19578.3   0      -0.0872531   -0.0824753   0.00821218
22913.2   20180.7   0      -0.0848259   -0.0812658   0.00840098
22914.4   20782.4   0      -0.0823908   -0.0799716   0.0085875
22916.4   21386.8   0      -0.0799517   -0.0785971   0.00873413
22911.2   22004.6   0      -0.0774992   -0.0771595   0.0088688
22929.1   22627.2   0      -0.0749952   -0.0755617   0.00897962
22492.6   22909.5   0      -0.0747898   -0.0764516   0.00896959
21978.8   22887.6   0      -0.075908   -0.0783944   0.00886931
21384.1   22894.2   0      -0.0770079   -0.0805497   0.00875431
20782.4   22901.1   0      -0.0780348   -0.0827072   0.00861583
20179.5   22908.2   0      -0.0789705   -0.0848344   0.00845956
19577.1   22911.8   0      -0.0798182   -0.0869234   0.00828141
18975.1   22913.1   0      -0.0805696   -0.0889429   0.00808657
18373   22913.4   0      -0.0812052   -0.0908808   0.00787166
17770.9   22913.4   0      -0.0817204   -0.0927128   0.00764103
17168.6   22913.3   0      -0.0821007   -0.0944239   0.00739018
16566.3   22913.3   0      -0.0823387   -0.0959857   0.00712238
15963.9   22913.2   0      -0.0824255   -0.0973753   0.00683419
15361.5   22913.2   0      -0.0823518   -0.0985676   0.00652696
14759.1   22913.2   0      -0.0821104   -0.0995322   0.00620394
14156.7   22913.2   0      -0.0816984   -0.100238   0.00587303
13554.3   22913.2   0      -0.0811114   -0.100654   0.00553346
12951.9   22913.2   0      -0.0803553   -0.100745   0.00518844
12349.5   22913.2   0      -0.0794333   -0.100484   0.00483417
11747   22913.2   0      -0.0783516   -0.0998448   0.00447704
11144.6   22913.2   0      -0.0771193   -0.0987968   0.00413067
10542.2   22913.2   0      -0.0757433   -0.0973158   0.00378984
9939.81   22913.2   0      -0.0742408   -0.0953736   0.00345567
9337.4   22913.2   0      -0.0726371   -0.09295   0.00313688
8734.99   22913.2   0      -0.0709519   -0.0900406   0.002826
8132.58   22913.2   0      -0.0692042   -0.0866361   0.00252905
7530.17   22913.2   0      -0.0674135   -0.0827318   0.00225138
6927.76   22913.2   0      -0.0656202   -0.0783157   0.00199303
6325.35   22913.2   0      -0.0638482   -0.0734141   0.00174742
5722.94   22913.2   0      -0.0621183   -0.06805   0.00150749
5120.53   22913.2   0      -0.060473   -0.0622164   0.00129631
4518.13   22913.2   0      -0.0589283   -0.0559593   0.00110365
3915.72   22913.2   0      -0.0575076   -0.0493096   0.00092152
3313.31   22913.2   0      -0.0562422   -0.0422917   0.000767939
2710.9   22913.2   0      -0.0551536   -0.0349612   0.000628302
2108.49   22913.2   0      -0.054267   -0.0273721   0.000497285
1506.08   22913.2   0      -0.05358   -0.0195868   0.000365112
903.667   22913.2   0      -0.0531142   -0.0116525   0.000235775
301.258   22913.2   0      -0.0528792   -0.00362844   0.000114626
-301.152   22913.2   0      -0.0528885   0.00443414   1.47538e-06
-903.561   22913.2   0      -0.0531364   0.0124634   -0.000113391
-1505.97   22913.2   0      -0.0536165   0.0203955   -0.000224083
-2108.38   22913.2   0      -0.0543441   0.0281979   -0.000340075
-2710.79   22913.2   0      -0.0552813   0.0357571   -0.000486534
-3313.2   22913.2   0      -0.0563986   0.0430388   -0.000654823
-3915.61   22913.2   0      -0.0577017   0.0500219   -0.000819105
-4518.02   22913.2   0      -0.0591528   0.0566316   -0.00100678
-5120.43   22913.2   0      -0.0607215   0.0628326   -0.00121941
-5722.84   22913.2   0      -0.0623816   0.0686051   -0.00144725
-6325.25   22913.2   0      -0.0641113   0.073935   -0.00168438
-6927.66   22913.2   0      -0.0658841   0.0787885   -0.00192542
-7530.07   22913.2   0      -0.0676788   0.0831582   -0.00218395
-8132.48   22913.2   0      -0.069464   0.0870189   -0.00245578
-8734.89   22913.2   0      -0.0712138   0.090371   -0.00274335
-9337.3   22913.2   0      -0.0728967   0.0932178   -0.0030595
-9939.71   22913.2   0      -0.0744931   0.0955839   -0.00338762
-10542.1   22913.2   0      -0.0759741   0.0974656   -0.00372475
-11144.5   22913.2   0      -0.0773345   0.0989076   -0.004066
-11746.9   22913.2   0      -0.0785589   0.0999167   -0.00441475
-12349.3   22913.2   0      -0.0796321   0.100512   -0.00476976
-12951.8   22913.2   0      -0.0805376   0.100735   -0.00513621
-13554.2   22913.2   0      -0.0812701   0.100614   -0.0054925
-14156.6   22913.2   0      -0.0818334   0.100178   -0.00583475
-14759   22913.2   0      -0.0822326   0.0994614   -0.0061655
-15361.4   22913.2   0      -0.0824654   0.0984841   -0.00648765
-15963.8   22913.2   0      -0.0825265   0.09727   -0.00679713
-16566.2   22913.2   0      -0.0824317   0.0958673   -0.00708046
-17168.6   22913.2   0      -0.0821907   0.0942935   -0.00734619
-17771   22913.2   0      -0.0818012   0.0925697   -0.00760065
-18373.4   22913.2   0      -0.0812783   0.0907189   -0.00783035
-18975.9   22913.2   0      -0.0806294   0.0887683   -0.00804923
-19578.3   22913.2   0      -0.0798642   0.0867361   -0.00825387
-20180.7   22913.2   0      -0.0789864   0.0846413   -0.00841849
-20782.4   22914.4   0      -0.0780083   0.0824934   -0.00858846
-21386.8   22916.4   0      -0.0769348   0.0803064   -0.00871925
-22004.6   22911.2   0      -0.0757899   0.0780748   -0.0088418
-22627.2   22929.1   0      -0.0744624   0.0757492   -0.00894944
-22909.5   22492.6   0      -0.0755787   0.0757912   -0.00893431
-22887.6   21978.8   0      -0.0776588   0.0771236   -0.00883134
-22894.2   21384.1   0      -0.0800175   0.0784981   -0.00870828
-22901.1   20782.4   0      -0.082422   0.0798207   -0.00856058
-22908.2   20179.5   0      -0.0848322   0.0810679   -0.00838515
-22911.8   19577.1   0      -0.0872435   0.082246   -0.00819499
-22913.1   18975.1   0      -0.0896417   0.0833358   -0.00797876
-22913.4   18373   0      -0.0919971   0.084329   -0.00774607
-22913.4   17770.9   0      -0.0943052   0.085201   -0.00747597
-22913.3   17168.6   0      -0.0965353   0.0859389   -0.00718082
-22913.3   16566.3   0      -0.0986705   0.0865242   -0.00685832
-22913.2   15963.9   0      -0.100678   0.0869488   -0.00652065
-22913.2   15361.5   0      -0.102532   0.0872012   -0.00616631
-22913.2   14759.1   0      -0.104195   0.0872708   -0.00578896
-22913.2   14156.7   0      -0.105639   0.0871462   -0.00538954
-22913.2   13554.3   0      -0.106828   0.0868228   -0.00496824
-22913.2   12951.9   0      -0.107741   0.0862719   -0.004524
-22913.2   12349.5   0      -0.10831   0.0854961   -0.00408171
-22913.2   11747   0      -0.108501   0.0844953   -0.00363763
-22913.2   11144.6   0      -0.108271   0.0832727   -0.00319703
-22913.2   10542.2   0      -0.107567   0.0818361   -0.00276913
-22913.2   9939.81   0      -0.106355   0.0801894   -0.00234225
-22913.2   9337.4   0      -0.104587   0.0783454   -0.00192681
-22913.2   8734.99   0      -0.102231   0.0763287   -0.00154459
-22913.2   8132.58   0      -0.0992668   0.0741616   -0.00118536
-22913.2   7530.17   0      -0.0956587   0.0718722   -0.000856295
-22913.2   6927.76   0      -0.0913882   0.0694959   -0.000564658
-22913.2   6325.35   0      -0.0864418   0.067076   -0.000315822
-22913.2   5722.94   0      -0.0808264   0.0646498   -0.000102528
-22913.2   5120.53   0      -0.0745365   0.0622672   7.50573e-05
-22913.2   4518.13   0      -0.0676036   0.0599811   0.00021315
-22913.2   3915.72   0      -0.0600659   0.0578275   0.000319751
-22913.2   3313.31   0      -0.0519428   0.0558693   0.000379968
-22913.2   2710.9   0      -0.043297   0.0541605   0.000384024
-22913.2   2108.49   0      -0.0342248   0.0527358   0.000339382
-22913.2   1506.08   0      -0.0248039   0.0516363   0.000269494
-22913.2   903.667   0      -0.0151329   0.0508866   0.000181759
-22913.2   301.258   0      -0.00530926   0.0504962   8.26348e-05
-22913.2   -301.152   0      0.00458141   0.0504819   -3.09875e-05
-22913.2   -903.561   0      0.0144237   0.0508516   -0.000143296
-22913.2   -1505.97   0      0.0241211   0.0516063   -0.000237779
-22913.2   -2108.38   0      0.0335302   0.0526998   -0.000281002
-22913.2   -2710.79   0      0.0425935   0.0541021   -0.000307495
-22913.2   -3313.2   0      0.0512313   0.0557825   -0.000304206
-22913.2   -3915.61   0      0.0593828   0.0577236   -0.00028815
-22913.2   -4518.02   0      0.0669646   0.0598782   -0.000234108
-22913.2   -5120.43   0      0.0739148   0.0621727   -0.000123319
-22913.2   -5722.84   0      0.0802078   0.0645492   3.98815e-05
-22913.2   -6325.25   0      0.0858644   0.0669936   0.000232692
-22913.2   -6927.66   0      0.0908126   0.0694202   0.000504235
-22913.2   -7530.07   0      0.0950933   0.0717999   0.000820044
-22913.2   -8132.48   0      0.0987152   0.0740919   0.00117271
-22913.2   -8734.89   0      0.101694   0.0762599   0.00155309
-22913.2   -9337.3   0      0.104052   0.0782713   0.00195784
-22913.2   -9939.71   0      0.105832   0.0801132   0.00237203
-22913.2   -10542.1   0      0.107064   0.0817618   0.00279304
-22913.2   -11144.5   0      0.107795   0.0832103   0.00322282
-22913.2   -11746.9   0      0.10804   0.0844241   0.00368048
-22913.2   -12349.3   0      0.107881   0.0854187   0.00412104
-22913.2   -12951.8   0      0.107354   0.0861895   0.00456151
-22913.2   -13554.2   0      0.106487   0.0867381   0.00498688
-22913.2   -14156.6   0      0.10533   0.0870752   0.00540232
-22913.2   -14759   0      0.103922   0.0872088   0.00579684
-22913.2   -15361.4   0      0.102282   0.087148   0.00617083
-22913.2   -15963.8   0      0.100448   0.0868963   0.00653605
-22913.2   -16566.2   0      0.0984621   0.0864697   0.00688135
-22913.2   -17168.6   0      0.0963478   0.0858765   0.00720053
-22913.2   -17771   0      0.094137   0.0851385   0.00749355
-22913.2   -18373.4   0      0.0918498   0.0842736   0.00775456
-22913.2   -18975.9   0      0.0895187   0.0832995   0.00799055
-22913.2   -19578.3   0      0.0871343   0.0821989   0.00821967
-22913.2   -20180.7   0      0.084713   0.0810034   0.0083975
-22914.4   -20782.4   0      0.0823086   0.0797286   0.00856496
-22916.4   -21386.8   0      0.0798835   0.0783735   0.00872072
-22911.2   -22004.6   0      0.0774541   0.076965   0.00884639
-22929.1   -22627.2   0      0.0749769   0.075397   0.00896684
-22492.6   -22909.5   0      0.0747649   0.0762823   0.00893953
-21978.8   -22887.6   0      0.0758971   0.0782381   0.00884067
-21384.1   -22894.2   0      0.0770084   0.0804075   0.00873764
-20782.4   -22901.1   0      0.0780568   0.0825764   0.00858971
-20179.5   -22908.2   0      0.0789994   0.0847085   0.00844347
-19577.1   -22911.8   0      0.0798606   0.0868001   0.00826995
-18975.1   -22913.1   0      0.0806332   0.0888424   0.00808544
-18373   -22913.4   0      0.081286   0.0907959   0.0078657
-17770.9   -22913.4   0      0.0818126   0.092648   0.00763975
-17168.6   -22913.3   0      0.0822053   0.0943783   0.00738387
-16566.3   -22913.3   0      0.0824492   0.0959653   0.00711361
-15963.9   -22913.2   0      0.0825467   0.0973768   0.00682717
-15361.5   -22913.2   0      0.0824783   0.0985965   0.00652138
-14759.1   -22913.2   0      0.0822475   0.099581   0.00621177
-14156.7   -22913.2   0      0.0818442   0.100313   0.00587794
-13554.3   -22913.2   0      0.0812737   0.10075   0.00553605
-12951.9   -22913.2   0      0.0805333   0.100869   0.00518146
-12349.5   -22913.2   0      0.0796235   0.100632   0.00482554
-11747   -22913.2   0      0.0785626   0.100018   0.00448848
-11144.6   -22913.2   0      0.0773634   0.0990018   0.00413881
-10542.2   -22913.2   0      0.0760193   0.0975727   0.00378398
-9939.81   -22913.2   0      0.0745392   0.095707   0.00343225
-9337.4   -22913.2   0      0.0729433   0.093362   0.0031003
-8734.99   -22913.2   0      0.0712705   0.0905121   0.00278513
-8132.58   -22913.2   0      0.0695258   0.087173   0.00246935
-7530.17   -22913.2   0      0.0677293   0.0833431   0.00217298
-6927.76   -22913.2   0      0.0659122   0.0790004   0.0019035
-6325.35   -22913.2   0      0.0641116   0.0741494   0.00166859
-5722.94   -22913.2   0      0.0623619   0.0688073   0.00144779
-5120.53   -22913.2   0      0.0606887   0.0629941   0.00124323
-4518.13   -22913.2   0      0.0591223   0.0567528   0.00105508
-3915.72   -22913.2   0      0.0576919   0.0501248   0.000884005
-3313.31   -22913.2   0      0.0564084   0.0431522   0.000708431
-2710.9   -22913.2   0      0.055282   0.0358662   0.000543498
-2108.49   -22913.2   0      0.054355   0.0282792   0.000412303
-1506.08   -22913.2   0      0.0536514   0.020476   0.000289899
-903.667   -22913.2   0      0.0531735   0.0125373   0.000171232
-301.258   -22913.2   0      0.0529126   0.00452597   3.45722e-05
301.152   -22913.2   0      0.0528813   -0.00355393   -8.24658e-05
903.561   -22913.2   0      0.0530994   -0.0116377   -0.000175815
1505.97   -22913.2   0      0.0535759   -0.0196368   -0.000267454
2108.38   -22913.2   0      0.0542722   -0.027447   -0.000389113
2710.79   -22913.2   0      0.0551817   -0.0350464   -0.000518679
3313.2   -22913.2   0      0.0562833   -0.0423692   -0.000678809
3915.61   -22913.2   0      0.0575579   -0.0493829   -0.000843487
4518.02   -22913.2   0      0.0589979   -0.0560526   -0.00102285
5120.43   -22913.2   0      0.0605677   -0.0623214   -0.0012172
5722.84   -22913.2   0      0.0622363   -0.0681613   -0.00143445
6325.25   -22913.2   0      0.0639769   -0.0735406   -0.00166392
6927.66   -22913.2   0      0.0657622   -0.078443   -0.00191787
7530.07   -22913.2   0      0.067549   -0.0828407   -0.00220579
8132.48   -22913.2   0      0.0693411   -0.0867648   -0.00248535
8734.89   -22913.2   0      0.0710977   -0.0901665   -0.00278516
9337.3   -22913.2   0      0.0727893   -0.0930577   -0.00310309
9939.71   -22913.2   0      0.0743911   -0.095455   -0.0034303
10542.1   -22913.2   0      0.0758849   -0.0973813   -0.00376401
11144.5   -22913.2   0      0.0772548   -0.098853   -0.00409836
11746.9   -22913.2   0      0.0784864   -0.0998921   -0.00444166
12349.3   -22913.2   0      0.0795688   -0.100532   -0.00478927
12951.8   -22913.2   0      0.0804933   -0.100795   -0.00514007
13554.2   -22913.2   0      0.0812501   -0.100718   -0.00548124
14156.6   -22913.2   0      0.0818349   -0.100312   -0.00581807
14759   -22913.2   0      0.0822518   -0.0996208   -0.00614264
15361.4   -22913.2   0      0.0825058   -0.0986787   -0.00645324
15963.8   -22913.2   0      0.0825935   -0.0974992   -0.0067562
16566.2   -22913.2   0      0.0825124   -0.0960987   -0.00704728
17168.6   -22913.2   0      0.0822775   -0.0945294   -0.00731931
17771   -22913.2   0      0.0819014   -0.0928244   -0.00756511
18373.4   -22913.2   0      0.0813899   -0.0909822   -0.00779467
18975.9   -22913.2   0      0.0807498   -0.0890409   -0.0080142
19578.3   -22913.2   0      0.0799893   -0.0870081   -0.00820774
20177.8   -22913.2   0      0.079135   -0.0849304   -0.00838607
20770.4   -22911.8   0      0.0782005   -0.0828267   -0.00854142
21361.4   -22908.9   0      0.0771807   -0.0806993   -0.00868223
21952.3   -22907.3   0      0.0760715   -0.0785477   -0.00878956
22466.7   -22933.5   0      0.0749349   -0.0766029   -0.00889817
22301.2   -22359.9   0      0.0776849   -0.0787842   -0.00876575
22364.7   -21699.4   0      0.0803294   -0.0802827   -0.00863149
22370.9   -21093.2   0      0.0829125   -0.0818156   -0.00848182
22377.4   -20485.9   0      0.0855029   -0.0832738   -0.0083095
22384.2   -19880.5   0      0.0880953   -0.0846489   -0.00810368
22388.4   -19276.9   0      0.0906974   -0.0859457   -0.00787107
22390.4   -18674.2   0      0.0932688   -0.0871341   -0.00761091
22391.3   -18071.9   0      0.0958115   -0.0882281   -0.00734901
22391.5   -17469.7   0      0.0982987   -0.0891946   -0.007034
22391.6   -16867.4   0      0.100722   -0.090022   -0.00670556
22391.6   -16265.1   0      0.103019   -0.090677   -0.00635533
22391.6   -15662.7   0      0.105186   -0.0911639   -0.0059833
22391.5   -15060.3   0      0.107201   -0.091469   -0.00558316
22391.5   -14457.9   0      0.109023   -0.0915727   -0.00514863
22391.5   -13855.5   0      0.110611   -0.0914569   -0.00469779
22391.5   -13253.1   0      0.111929   -0.0911073   -0.0042268
22391.5   -12650.7   0      0.112928   -0.0905123   -0.00374992
22391.5   -12048.3   0      0.11354   -0.0896895   -0.00328705
22391.5   -11445.8   0      0.113743   -0.0886254   -0.00280577
22391.5   -10843.4   0      0.11349   -0.0873141   -0.00231417
22391.5   -10241   0      0.112715   -0.0857635   -0.00181608
22391.5   -9638.62   0      0.111406   -0.083958   -0.00132465
22391.5   -9036.21   0      0.109478   -0.0819297   -0.000867664
22391.5   -8433.8   0      0.106899   -0.0797007   -0.000452769
22391.5   -7831.39   0      0.10363   -0.0773023   -8.97606e-05
22391.5   -7228.98   0      0.0996339   -0.0747873   0.000225176
22391.5   -6626.57   0      0.0949209   -0.0721722   0.000508723
22391.5   -6024.16   0      0.0894578   -0.0695126   0.0007362
22391.5   -5421.75   0      0.0832244   -0.0668578   0.000913994
22391.5   -4819.34   0      0.0762569   -0.0642524   0.00101708
22391.5   -4216.93   0      0.0685532   -0.0617795   0.00104197
22391.5   -3614.52   0      0.0601577   -0.0595109   0.000994939
22391.5   -3012.11   0      0.0511549   -0.0574924   0.000901734
22391.5   -2409.7   0      0.041647   -0.0557672   0.000792604
22391.5   -1807.3   0      0.0317024   -0.0544026   0.000647633
22391.5   -1204.89   0      0.0214719   -0.0534032   0.000513414
22391.5   -602.476   0      0.0110153   -0.0527945   0.000386425
22391.5   -0.066266   0      0.000470579   -0.0525541   0.000255669
22391.5   602.343   0      -0.0101232   -0.0527278   7.67929e-05
22391.5   1204.75   0      -0.0206532   -0.0533395   -0.000112589
22391.5   1807.16   0      -0.0309475   -0.0543586   -0.000283144
22391.5   2409.57   0      -0.0408819   -0.055741   -0.000410725
22391.5   3011.98   0      -0.0503805   -0.0574521   -0.00052363
22391.5   3614.39   0      -0.0593386   -0.0594495   -0.000604173
22391.5   4216.8   0      -0.0676998   -0.0616778   -0.000617192
22391.5   4819.21   0      -0.0754156   -0.0640798   -0.000593889
22391.5   5421.62   0      -0.0824266   -0.0666222   -0.000548722
22391.5   6024.03   0      -0.0886983   -0.0692467   -0.000426208
22391.5   6626.44   0      -0.0942116   -0.0718913   -0.000256577
22391.5   7228.85   0      -0.0989622   -0.0745065   -4.75552e-06
22391.5   7831.26   0      -0.102959   -0.0770271   0.000298928
22391.5   8433.67   0      -0.10623   -0.0794071   0.000669137
22391.5   9036.08   0      -0.108813   -0.0816185   0.00106746
22391.5   9638.49   0      -0.110774   -0.083634   0.00149126
22391.5   10240.9   0      -0.112132   -0.0854383   0.00193378
22391.5   10843.3   0      -0.112944   -0.0870166   0.00238995
22391.5   11445.7   0      -0.113236   -0.088353   0.00285729
22391.5   12048.1   0      -0.113068   -0.0894423   0.00333102
22391.5   12650.5   0      -0.112487   -0.0902889   0.00379595
22391.5   13252.9   0      -0.111535   -0.0908961   0.0042574
22391.5   13855.4   0      -0.110269   -0.0912725   0.00471552
22391.5   14457.8   0      -0.108708   -0.0914077   0.00517158
22391.5   15060.2   0      -0.106922   -0.0913242   0.00560543
22391.5   15662.6   0      -0.104924   -0.0910325   0.00601094
22391.5   16265   0      -0.102757   -0.090551   0.00640067
22391.5   16867.4   0      -0.100442   -0.0898818   0.00676337
22391.5   17469.8   0      -0.0980379   -0.0890633   0.00709285
22391.5   18072.2   0      -0.0955483   -0.0880964   0.00740183
22391.5   18674.6   0      -0.0929977   -0.0870027   0.00768092
22391.5   19277   0      -0.0904198   -0.0857962   0.00794695
22391.5   19879.5   0      -0.0878291   -0.0844874   0.00819122
22394.6   20482.1   0      -0.0852202   -0.083065   0.00838988
22401.6   21085.6   0      -0.0826116   -0.0815586   0.00856502
22402.2   21686.8   0      -0.0800618   -0.0800334   0.00871648
22335.1   22342   0      -0.0774718   -0.078578   0.0088441
21687.3   22360.3   0      -0.0787848   -0.0810435   0.00871567
21082   22358   0      -0.0800372   -0.0834106   0.00856898
20476.1   22377.5   0      -0.0810905   -0.0856863   0.00841637
19875.9   22386.4   0      -0.0820848   -0.0879404   0.00823383
19275   22390.2   0      -0.082998   -0.0901551   0.00803721
18673.5   22391.6   0      -0.0838014   -0.0923103   0.0078156
18071.6   22391.9   0      -0.0844899   -0.0943693   0.00758143
17469.6   22391.8   0      -0.0850459   -0.0963282   0.00732578
