97537 1 0 0 1 -1 0 0 2 5
97139 1 0 0 1 -1 0 0 2 5
3046 1 0 0 1 -1 0 0 2 5
13206 1 0 0 1 -1 0 0 2 5
96751 1 0 0 1 -1 0 0 2 5
96753 1 0 0 1 -1 0 0 2 5
97645 1 0 0 1 -1 0 0 2 5
98146 1 0 0 1 -1 0 0 2 5
98147 1 0 0 1 -1 0 0 2 5
98138 1 0 0 1 -1 0 0 2 5
98139 1 0 0 1 -1 0 0 2 5
98144 1 0 0 1 -1 0 0 2 5
98142 1 0 0 1 -1 0 0 2 5
98120 1 0 0 1 -1 0 0 2 5
98114 1 0 0 1 -1 0 0 2 5
98130 1 0 0 1 -1 0 0 2 5
98096 1 0 0 1 -1 0 0 2 5
97510 1 0 0 1 -1 0 0 2 5
97512 1 0 0 1 -1 0 0 2 5
97137 1 0 0 1 -1 0 0 2 5
97910 1 0 0 1 -1 0 0 2 5
98037 1 0 0 1 -1 0 0 2 5
98118 1 0 0 1 -1 0 0 2 5
98004 1 0 0 1 -1 0 0 2 5
97970 1 0 0 1 -1 0 0 2 5
98062 1 0 0 1 -1 0 0 2 5
98079 1 0 0 1 -1 0 0 2 5
97699 1 0 0 1 -1 0 0 2 5
97016 1 0 0 1 -1 0 0 2 5
97017 1 0 0 1 -1 0 0 2 5
97935 1 0 0 1 -1 0 0 2 5
97658 1 0 0 1 -1 0 0 2 5
97767 1 0 0 1 -1 0 0 2 5
97273 1 0 0 1 -1 0 0 2 5
97407 1 0 0 1 -1 0 0 2 5
97406 1 0 0 1 -1 0 0 2 5
97140 1 0 0 1 -1 0 0 2 5
97533 1 0 0 1 -1 0 0 2 5
97654 1 0 0 1 -1 0 0 2 5
97748 1 0 0 1 -1 0 0 2 5
97338 1 0 0 1 -1 0 0 2 5
97660 1 0 0 1 -1 0 0 2 5
97692 1 0 0 1 -1 0 0 2 5
97966 1 0 0 1 -1 0 0 2 5
97967 1 0 0 1 -1 0 0 2 5
97973 1 0 0 1 -1 0 0 2 5
98049 1 0 0 1 -1 0 0 2 5
97735 1 0 0 1 -1 0 0 2 5
97050 1 0 0 1 -1 0 0 2 5
98080 1 0 0 1 -1 0 0 2 5
98002 1 0 0 1 -1 0 0 2 5
97539 1 0 0 1 -1 0 0 2 5
16154 1 0 0 1 -1 0 0 2 5
9716 1 0 0 1 -1 0 0 2 5
20368 1 0 0 1 -1 0 0 2 5
21629 1 0 0 1 -1 0 0 2 5
21604 1 0 0 1 -1 0 0 2 5
15004 1 0 0 1 -1 0 0 2 5
15005 1 0 0 1 -1 0 0 2 5
17691 1 0 0 1 -1 0 0 2 5
21412 1 0 0 1 -1 0 0 2 5
17146 1 0 0 1 -1 0 0 2 5
21378 1 0 0 1 -1 0 0 2 5
21377 1 0 0 1 -1 0 0 2 5
14374 1 0 0 1 -1 0 0 2 5
16029 1 0 0 1 -1 0 0 2 5
16030 1 0 0 1 -1 0 0 2 5
10279 1 0 0 1 -1 0 0 2 5
