97910 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
98037 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
98118 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
98004 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
97970 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
98062 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
98079 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
97699 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
97016 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
97017 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
97935 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
97658 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
97767 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
97273 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
97407 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
97406 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
16154 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
9716 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
20368 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
21629 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
21604 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
15004 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
15005 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
17691 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
21412 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
17146 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
21378 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
21377 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
14374 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
16029 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
16030 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
10279 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
97140 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
97533 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
97654 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
97748 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
97338 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
97660 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
97692 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
97966 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
97967 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
97973 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
98049 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
97735 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
97050 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
98080 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
98002 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
97539 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
96751 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
96753 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
97645 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
98146 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
98147 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
98138 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
98139 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
98144 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
98142 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
98120 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
98114 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
98130 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
98096 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
97510 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
97512 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
97137 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
3046 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
97537 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
13206 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
97139 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
98010 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
97987 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
98011 1  -1.0 0.0 0.0  0.0 0.866025 0.5   1  5.0
