  Node     xx        yy       zz         ux            uy          uz         dx            dy          dz
 3278    -15361.4   25000   0      0.0233005   -0.0666139   -0.00188799      0.0233005   -0.0666139   -0.00188799
 4086    -15963.9   25000   0      0.0224677   -0.062884   -0.00222045      0.0224677   -0.062884   -0.00222045
 5511    -16566.3   25000   0      0.0216103   -0.0593902   -0.00252686      0.0216103   -0.0593902   -0.00252686
 322    -17168.7   25000   0      0.0207612   -0.0561012   -0.00282848      0.0207612   -0.0561012   -0.00282848
 3554    -17771.1   25000   0      0.0198837   -0.0529241   -0.00309544      0.0198837   -0.0529241   -0.00309544
 4375    -18373.5   25000   0      0.0190236   -0.0499636   -0.0033388      0.0190236   -0.0499636   -0.0033388
 5760    -18975.9   25000   0      0.0181795   -0.0471728   -0.00357925      0.0181795   -0.0471728   -0.00357925
 5761    -19578.3   25000   0      0.0173276   -0.0445308   -0.00378532      0.0173276   -0.0445308   -0.00378532
 2612    -20180.7   25000   0      0.0165144   -0.0420801   -0.00397401      0.0165144   -0.0420801   -0.00397401
 2742    -20783.1   25000   0      0.0157032   -0.0397211   -0.00413214      0.0157032   -0.0397211   -0.00413214
 20325    -21385.5   25000   0      0.0149268   -0.0375381   -0.00428231      0.0149268   -0.0375381   -0.00428231
 20343    -21988   25000   0      0.0141868   -0.0354913   -0.00441728      0.0141868   -0.0354913   -0.00441728
 14889    -22590.4   25000   0      0.01346   -0.0335551   -0.00453527      0.01346   -0.0335551   -0.00453527
 16360    -23192.8   25000   0      0.0127651   -0.0317629   -0.00463981      0.0127651   -0.0317629   -0.00463981
 16463    -23795.2   25000   0      0.0121001   -0.0300452   -0.00473477      0.0121001   -0.0300452   -0.00473477
 14650    -24397.6   25000   0      0.0114648   -0.0284647   -0.00481523      0.0114648   -0.0284647   -0.00481523
 7476    -25000   24397.6   0      0.010518   -0.026484   -0.00530655      0.010518   -0.026484   -0.00530655
 17013    -25000   23795.2   0      0.0101442   -0.0259637   -0.00573344      0.0101442   -0.0259637   -0.00573344
