
Model of Maule fault in Chile
3 fixed CMB points

 Gravity changes  -- element group #1 

 Simulation time = 0.000000 ; step size = 0

 coordinates                          accelerations . . .->      geoid change & gradients
   X             Y            Z       dg_x        dg_y      dg_z      dg_net        dN    P_zx     P_zy     P_zz
599597  1.26268e+06  5.55012e+06      4.39165e-09  4.89647e-09  -6.42539e-09     -9.82     -0.00142696    -3.19814e-15     -4.52569e-15     6.11843e-15
5.67334e+06  54594.4  740325      2.31043e-10  -2.21515e-13  -2.42676e-10     -9.82     -0.00029482    -5.11506e-17     -7.36362e-18     1.82238e-17
3.69426e+06  -4.36347e+06  -220463      1.43281e-10  -1.44757e-10  -2.4973e-10     -9.82     -0.000273526    -3.81283e-17     2.69225e-17     -5.62057e-18
300790  4.9195e+06  2.90977e+06      6.05366e-11  5.27009e-10  -3.67725e-10     -9.82     -0.000409111    -5.44666e-17     -6.27031e-17     -7.22479e-17
3.72469e+06  -2.82091e+06  3.30203e+06      4.94643e-10  -2.98725e-10  -3.34994e-10     -9.82     -0.000414972    -1.42285e-16     5.68451e-17     -7.1765e-17
3.54559e+06  -2.26135e+06  3.87089e+06      6.82499e-10  -3.25826e-10  -3.66694e-10     -9.82     -0.000464062    -1.49262e-16     1.90037e-17     5.75738e-17
4.48755e+06  -3.5205e+06  -451893      1.57587e-10  -1.10137e-10  -2.43352e-10     -9.82     -0.000266426    -5.38398e-17     4.12871e-17     -1.07272e-17
5.49592e+06  812257  -1.36894e+06      1.4916e-10  1.93724e-11  -2.24731e-10     -9.82     -0.000246652    -4.50653e-17     -2.25336e-18     3.89403e-18
5.08487e+06  -2.53256e+06  -683236      1.63237e-10  -7.53129e-11  -2.34292e-10     -9.82     -0.000260342    -5.54195e-17     1.98545e-17     -3.77781e-18
2.38784e+06  -1.96121e+06  -4.81277e+06      6.07272e-11  -3.36699e-11  -2.13932e-10     -9.82     -0.000196127    -3.3572e-17     2.89414e-17     3.78494e-17
-4.03002e+06  -3.15389e+06  2.5591e+06      -2.50401e-10  -1.74537e-10  -3.27602e-10     -9.82     -0.000388167    1.34548e-16     9.72588e-17     -6.1109e-17
5.28271e+06  846336  2.02565e+06      3.25216e-10  4.05646e-11  -2.70119e-10     -9.82     -0.000337825    -8.27043e-17     -9.05169e-18     -3.39819e-17
-2.25559e+06  -4.22643e+06  3.12791e+06      -2.29325e-10  -4.03535e-10  -3.76134e-10     -9.82     -0.000424025    -1.65872e-17     2.06371e-17     -2.05721e-16
4.07499e+06  -444779  3.98409e+06      7.43101e-10  -4.2954e-11  -3.50091e-10     -9.82     -0.000463352    -1.54234e-16     1.26259e-17     -6.77949e-17
-237611  -5.0084e+06  2.75572e+06      -6.39004e-12  -4.50042e-10  -3.57855e-10     -9.82     -0.000398745    1.61792e-17     1.84725e-16     -2.55084e-17
-697803  3.54186e+06  4.43867e+06      -2.88927e-10  1.23773e-09  -6.35068e-10     -9.82     -0.000597681    2.63766e-16     -1.60095e-16     1.5261e-16
-1.00138e+06  3.82179e+06  4.13747e+06      -2.54777e-10  9.4728e-10  -5.02235e-10     -9.82     -0.000540854    -3.44569e-16     4.8476e-16     2.15549e-16
1.31582e+06  -486369  5.54862e+06      6.09236e-09  -1.19607e-09  -4.39759e-09     -9.82     -0.00125814    -8.81415e-15     8.58296e-16     -2.42723e-15
767294  -5.52944e+06  -1.25515e+06      4.55734e-11  -1.379e-10  -2.39362e-10     -9.82     -0.000256655    1.5011e-19     3.42234e-17     3.20917e-17
3.85274e+06  270140  4.21659e+06      8.74314e-10  4.75607e-11  -3.88356e-10     -9.82     -0.000489369    -4.62416e-16     4.49134e-17     1.80415e-17
2.8693e+06  -71965.2  -4.94932e+06      7.04084e-11  -9.92665e-12  -2.1536e-10     -9.82     -0.0001938    -4.21843e-17     -2.11568e-17     5.08501e-17
1.22698e+06  2.97414e+06  -4.7309e+06      3.32309e-11  6.30174e-11  -2.1463e-10     -9.82     -0.000197751    -5.22129e-18     -3.72082e-17     4.89458e-17
204894  -5.60281e+06  -1.14224e+06      3.21265e-11  -1.36778e-10  -2.39271e-10     -9.82     -0.000260604    6.13316e-18     3.90104e-17     2.70161e-17
-2.27845e+06  -2.98575e+06  4.31391e+06      -6.53167e-10  -6.79319e-10  -4.90731e-10     -9.82     -0.000542199    1.39164e-16     2.71802e-16     9.932e-18
-3.35843e+06  3.56298e+06  -2.96e+06      -3.70536e-11  8.05823e-11  -2.1246e-10     -9.82     -0.000230156    1.5468e-17     -1.30213e-17     1.80786e-17
2.12411e+06  -2.53162e+06  -4.66712e+06      5.37151e-11  -4.96131e-11  -2.09427e-10     -9.82     -0.000198487    -2.32064e-17     3.11784e-17     5.06708e-17
-3.47497e+06  4.46251e+06  -878709      -7.44325e-11  1.36572e-10  -2.4681e-10     -9.82     -0.000268452    2.87635e-17     -2.73319e-17     2.1821e-17
-80867.8  3.56039e+06  4.47695e+06      4.21537e-11  1.30183e-09  -5.67177e-10     -9.82     -0.000605239    1.691e-16     5.41471e-16     5.98455e-16
3.2445e+06  4.53363e+06  -1.28139e+06      9.7084e-11  1.27782e-10  -2.42142e-10     -9.82     -0.000251027    -1.56578e-17     -1.51934e-17     8.87791e-19
-1.438e+06  -3.57569e+06  4.22497e+06      -3.97664e-10  -8.29745e-10  -5.04478e-10     -9.82     -0.000538019    -2.46464e-17     -2.9535e-16     -7.01188e-17
-1.50891e+06  -3.78732e+06  4.00943e+06      -3.42971e-10  -7.34118e-10  -4.58435e-10     -9.82     -0.000507723    4.29767e-17     2.69572e-16     1.55825e-16
-1.03288e+06  -4.81449e+06  2.91669e+06      -8.41653e-11  -4.56113e-10  -3.52706e-10     -9.82     -0.000410173    -4.49305e-17     4.61562e-17     1.32307e-16
-2.67164e+06  4.91562e+06  -1.20725e+06      -5.57169e-11  1.46507e-10  -2.43854e-10     -9.82     -0.000259089    2.21017e-17     -3.65059e-17     2.0394e-17
2.82266e+06  -4.67664e+06  -1.70376e+06      9.2779e-11  -1.21009e-10  -2.35356e-10     -9.82     -0.00024259    -1.85932e-17     3.21324e-17     1.42064e-17
-3.15448e+06  -3.97525e+06  2.64187e+06      -2.13431e-10  -2.72327e-10  -3.38123e-10     -9.82     -0.000393424    9.90845e-17     1.30513e-16     8.28463e-18
886071  -4.4046e+06  3.53659e+06      1.62869e-10  -6.49762e-10  -3.79818e-10     -9.82     -0.000455934    -4.94889e-17     -5.77361e-17     -8.97786e-17
2.381e+06  -4.01707e+06  3.30284e+06      3.64757e-10  -4.78412e-10  -3.73322e-10     -9.82     -0.000426985    -7.45772e-17     5.77899e-17     9.76672e-17
4.12311e+06  -826225  3.87129e+06      7.02079e-10  -9.27077e-11  -3.46793e-10     -9.82     -0.000453153    -1.71011e-16     2.32593e-17     -6.46992e-17
-493664  -5.22366e+06  2.28183e+06      -1.48675e-11  -3.53455e-10  -3.36843e-10     -9.82     -0.000373092    -1.6055e-17     9.3929e-17     -1.70855e-16
-2.14617e+06  3.57186e+06  3.9211e+06      -4.82755e-10  7.00618e-10  -4.57433e-10     -9.82     -0.000504244    -1.43603e-16     -1.16773e-17     2.48865e-17
270480  4.08402e+06  3.99537e+06      1.0513e-10  9.32205e-10  -4.86991e-10     -9.82     -0.000515756    -4.34753e-17     -2.53246e-16     -7.90011e-17
2.34926e+06  -4.96823e+06  -1.59298e+06      8.24843e-11  -1.27348e-10  -2.36664e-10     -9.82     -0.000245799    -1.28844e-17     3.33387e-17     1.68405e-17
2.21391e+06  -5.15097e+06  -1.14191e+06      8.32472e-11  -1.39718e-10  -2.43071e-10     -9.82     -0.000255471    -9.16626e-18     2.57009e-17     1.11255e-17
4.65411e+06  -1.03659e+06  3.16449e+06      4.97961e-10  -8.31856e-11  -3.01417e-10     -9.82     -0.000395662    -1.38099e-16     2.7948e-17     -3.52016e-17
550777  5.09366e+06  2.54609e+06      7.36171e-11  4.55601e-10  -3.57633e-10     -9.82     -0.000385272    -5.44383e-17     -5.92116e-17     8.58279e-18
-1.87372e+06  -2.63189e+06  -4.72227e+06      7.29644e-12  -2.99284e-11  -1.86301e-10     -9.82     -0.000207388    1.20504e-17     1.2179e-18     1.70055e-17
-1.76428e+06  -2.08275e+06  -5.02901e+06      6.41004e-12  -2.24655e-11  -1.86915e-10     -9.82     -0.000202938    1.98204e-17     1.15457e-17     1.62247e-17
4.14763e+06  716446  3.86707e+06      6.84845e-10  8.93228e-11  -3.36207e-10     -9.82     -0.000450113    -3.82247e-16     1.02453e-17     -2.09656e-16
3.1869e+06  -3.87258e+06  2.7542e+06      3.37898e-10  -3.28255e-10  -3.29657e-10     -9.82     -0.000384827    -1.04148e-16     -5.09227e-18     -7.72929e-17
4.3843e+06  3.09712e+06  -1.98046e+06      1.12991e-10  7.40826e-11  -2.27164e-10     -9.82     -0.00023675    -3.34683e-17     -2.13904e-17     1.93913e-18
1.27389e+06  2.51491e+06  -4.97879e+06      3.62062e-11  5.35073e-11  -2.17422e-10     -9.82     -0.000194838    -6.31742e-18     -4.51611e-17     5.41626e-17
1.31422e+06  -3.61423e+06  4.23248e+06      4.13268e-10  -9.09978e-10  -5.06256e-10     -9.82     -0.000538775    3.82032e-16     -9.13283e-16     -4.56816e-17
1.58559e+06  -3.38308e+06  4.33023e+06      5.5727e-10  -9.38606e-10  -5.11256e-10     -9.82     -0.000551963    -1.28003e-16     1.98047e-16     9.4053e-17
3.74101e+06  971329  4.21399e+06      8.35087e-10  1.61649e-10  -3.95159e-10     -9.82     -0.000491028    -6.26948e-16     1.97081e-17     -3.35798e-16
-697975  -3.04542e+06  -4.79017e+06      1.7784e-11  -4.24242e-11  -1.94871e-10     -9.82     -0.000203129    1.21384e-17     1.05602e-17     1.9436e-17
-3.85363e+06  -2.35497e+06  3.5116e+06      -4.36837e-10  -2.28814e-10  -3.67114e-10     -9.82     -0.000444554    2.1215e-16     1.14785e-16     -4.24665e-17
3.9866e+06  2.82571e+06  2.9772e+06      4.0793e-10  2.26514e-10  -3.14577e-10     -9.82     -0.000391001    -2.79593e-17     -2.85005e-17     -2.54592e-17
-3.66714e+06  2.0662e+06  3.87679e+06      -6.46179e-10  2.8551e-10  -4.01563e-10     -9.82     -0.000482036    1.39512e-16     -2.72519e-17     8.56779e-18
-3.81823e+06  573258  -4.22361e+06      -1.89266e-11  2.05523e-11  -1.88124e-10     -9.82     -0.000216675    -6.9262e-19     6.60011e-18     6.14405e-18
5.70839e+06  267691  281323      2.07818e-10  7.62357e-12  -2.38472e-10     -9.82     -0.000282673    -7.1623e-17     7.18259e-18     2.49956e-17
811934  -2.98358e+06  -4.81124e+06      3.67583e-11  -5.59446e-11  -2.07673e-10     -9.82     -0.000198853    -3.80041e-18     9.98206e-18     2.54853e-17
4.69587e+06  -1.4329e+06  2.94127e+06      4.52626e-10  -1.0611e-10  -2.90453e-10     -9.82     -0.000383059    -1.19669e-16     3.93693e-17     -4.662e-17
4.89955e+06  2.4082e+06  -1.71216e+06      1.2844e-10  5.6274e-11  -2.26714e-10     -9.82     -0.000241131    -4.78706e-17     -2.45083e-17     8.99005e-18
-3.80443e+06  4.27241e+06  -162544      -9.87324e-11  1.49023e-10  -2.5875e-10     -9.82     -0.00028673    3.06259e-17     -2.56436e-17     3.24113e-17
5.30995e+06  -1.99854e+06  740344      2.29068e-10  -7.79395e-11  -2.49891e-10     -9.82     -0.000295431    -7.26383e-17     1.50993e-17     -1.04898e-17
4.6528e+06  3.1561e+06  1.06287e+06      2.15216e-10  1.1923e-10  -2.60834e-10     -9.82     -0.000308545    -2.00757e-17     -1.59247e-18     -3.83258e-17
2.14514e+06  1.4084e+06  -5.11471e+06      4.38502e-11  3.21402e-11  -2.03901e-10     -9.82     -0.000193308    -6.27692e-17     -9.2981e-18     8.95375e-17
3.3436e+06  2.41639e+06  3.95686e+06      6.75249e-10  3.65245e-10  -3.90359e-10     -9.82     -0.00047219    -7.36256e-17     -1.37789e-16     1.68247e-17
-2.17387e+06  -2.8995e+06  -4.42887e+06      5.48476e-12  -3.24983e-11  -1.83765e-10     -9.82     -0.00021225    7.79665e-18     -3.36755e-19     1.32838e-17
-1.48147e+06  -5.46814e+06  -803847      -3.43733e-12  -1.23609e-10  -2.39174e-10     -9.82     -0.000272862    1.55252e-17     4.77141e-17     3.90282e-17
-1.14034e+06  -5.58849e+06  -454486      -8.69675e-13  -1.50016e-10  -2.4783e-10     -9.82     -0.000279881    1.35677e-17     5.38405e-17     5.58393e-17
2.65957e+06  -1.07121e+06  -4.9507e+06      6.91993e-11  -1.91592e-11  -2.19732e-10     -9.82     -0.000193665    -2.77116e-17     2.45745e-17     4.58385e-17
3.15756e+06  2.26355e+06  4.19531e+06      7.99659e-10  4.23102e-10  -4.17333e-10     -9.82     -0.000501928    -2.6133e-16     -1.25691e-16     -1.01037e-16
-3.54859e+06  -1.58185e+06  4.19935e+06      -7.2236e-10  -2.65068e-10  -4.29653e-10     -9.82     -0.000509895    2.34922e-16     8.02934e-17     -1.18043e-16
1.36236e+06  4.31643e+06  -3.49963e+06      3.94933e-11  1.08612e-10  -2.26637e-10     -9.82     -0.000212861    -1.8682e-17     -4.34044e-17     2.7117e-17
-305238  1.91176e+06  -5.38319e+06      7.3386e-12  4.25883e-11  -2.15163e-10     -9.82     -0.000192213    -3.08329e-19     2.07259e-18     2.918e-17
693900  2.03592e+06  -5.30231e+06      2.56973e-11  4.22793e-11  -2.15713e-10     -9.82     -0.000191833    -7.98438e-18     -2.75693e-17     5.01358e-17
-1.85883e+06  3.94958e+06  3.69943e+06      -3.67814e-10  6.70211e-10  -4.40334e-10     -9.82     -0.000480077    1.35893e-16     7.72973e-17     9.79147e-17
-1.9882e+06  -4.35437e+06  3.13428e+06      -2.08228e-10  -4.26234e-10  -3.78509e-10     -9.82     -0.000424877    3.03393e-17     1.03975e-18     -1.58539e-16
3.4313e+06  -3.27534e+06  3.19773e+06      4.43197e-10  -3.3162e-10  -3.34319e-10     -9.82     -0.000410728    -1.22385e-16     1.0331e-16     -1.03132e-16
4.8694e+06  -248118  2.99357e+06      4.61371e-10  -1.78399e-11  -2.91737e-10     -9.82     -0.00038383    -6.04433e-17     1.78753e-17     -5.92795e-17
4.67903e+06  -746532  3.20613e+06      5.08452e-10  -6.01924e-11  -3.024e-10     -9.82     -0.00039778    -1.26903e-16     1.18188e-17     -2.71339e-17
322356  -4.00275e+06  -4.0809e+06      3.30401e-11  -6.62077e-11  -2.079e-10     -9.82     -0.000209651    1.30649e-17     2.72372e-17     1.68621e-17
1.28933e+06  4.02779e+06  3.84765e+06      3.37668e-10  7.40688e-10  -4.23544e-10     -9.82     -0.000489227    2.73846e-17     -2.62697e-16     5.00037e-17
5.14128e+06  2.50397e+06  -180981      1.73103e-10  7.02676e-11  -2.36495e-10     -9.82     -0.000273203    -5.84875e-17     -1.54553e-17     2.51056e-17
822559  2.28458e+06  -5.18067e+06      2.73396e-11  4.74785e-11  -2.14496e-10     -9.82     -0.000193028    2.39835e-19     -3.931e-17     5.97137e-17
326472  2.48734e+06  -5.14199e+06      1.74764e-11  5.24228e-11  -2.10688e-10     -9.82     -0.000193991    5.69666e-18     -4.80107e-17     6.77174e-17
1.13668e+06  2.28851e+06  -5.11948e+06      3.30804e-11  4.87595e-11  -2.16904e-10     -9.82     -0.000193383    -1.0332e-17     -2.76212e-17     4.85091e-17
2.70831e+06  -3.07767e+06  3.98353e+06      6.33141e-10  -5.71275e-10  -4.18062e-10     -9.82     -0.000488767    7.029e-17     1.74698e-16     6.40221e-17
2.43445e+06  3.18368e+06  -4.08245e+06      5.84624e-11  6.8974e-11  -2.18073e-10     -9.82     -0.000205072    -1.7899e-17     -4.7103e-17     2.6448e-17
477654  -5.21575e+06  2.30395e+06      6.38831e-11  -3.77437e-10  -3.37347e-10     -9.82     -0.000371776    5.18122e-17     2.28342e-17     -6.94969e-17
-2.77306e+06  -2.56081e+06  4.29822e+06      -7.13569e-10  -5.32229e-10  -4.66997e-10     -9.82     -0.000533007    2.17454e-16     1.67917e-16     -1.07879e-16
985.629  -5.68064e+06  -683630      2.55042e-11  -1.50261e-10  -2.48794e-10     -9.82     -0.000271437    1.43823e-17     3.41967e-17     3.83707e-17
1.31592e+06  -5.39764e+06  -1.36855e+06      5.84882e-11  -1.35698e-10  -2.38127e-10     -9.82     -0.00025286    -3.87284e-18     3.64875e-17     2.11825e-17
-5.08776e+06  -2.59759e+06  357687      -9.74041e-11  -6.23669e-11  -2.57046e-10     -9.82     -0.000308558    4.3009e-17     1.88984e-17     7.3564e-17
1.51701e+06  -2.68886e+06  -4.81436e+06      4.52858e-11  -5.31253e-11  -2.05818e-10     -9.82     -0.000197665    2.6178e-18     5.61258e-18     2.89649e-17
4.64841e+06  -1.87469e+06  2.75989e+06      4.22169e-10  -1.3411e-10  -2.91061e-10     -9.82     -0.000374286    -9.87174e-17     1.59597e-17     -5.77352e-18
4.3864e+06  -1.79049e+06  3.20687e+06      4.99312e-10  -1.58657e-10  -3.0829e-10     -9.82     -0.000401414    -1.39426e-16     5.53021e-17     -4.02007e-17
-2.84791e+06  578487  4.92827e+06      -1.60831e-09  1.18692e-10  -7.54219e-10     -9.82     -0.000667308    1.25088e-15     7.19489e-17     -9.01766e-16
3.25821e+06  -4.33973e+06  -1.81453e+06      1.00724e-10  -1.12532e-10  -2.33051e-10     -9.82     -0.000239675    -2.44334e-17     3.27471e-17     1.25672e-17
1.36363e+06  -5.55419e+06  166457      7.31133e-11  -1.99328e-10  -2.64199e-10     -9.82     -0.000289523    -2.07991e-17     6.23291e-17     -1.84205e-18
4.89281e+06  1.87793e+06  2.29658e+06      3.39107e-10  1.07539e-10  -2.79428e-10     -9.82     -0.000351101    -3.59941e-17     -9.86475e-18     -4.84218e-17
5.0199e+06  1.79492e+06  2.07855e+06      3.20524e-10  9.27663e-11  -2.75779e-10     -9.82     -0.000341496    -9.20489e-17     -2.23766e-17     1.52461e-17
1.61156e+06  3.80485e+06  3.95132e+06      4.17909e-10  7.45456e-10  -4.608e-10     -9.82     -0.00049851    2.49428e-16     1.42967e-16     1.9058e-16
27213.7  4.98021e+06  2.81676e+06      1.33318e-11  5.1052e-10  -3.68639e-10     -9.82     -0.000403541    5.73785e-17     5.7855e-17     -4.90585e-17
1.41194e+06  4.53743e+06  3.18633e+06      2.22757e-10  5.41048e-10  -3.8592e-10     -9.82     -0.000424888    8.03858e-17     -1.22575e-17     -1.19943e-16
-2.99957e+06  -2.69211e+06  -4.06249e+06      2.24027e-12  -2.54793e-11  -1.7994e-10     -9.82     -0.000219902    6.48334e-20     -1.78383e-18     1.08076e-17
1.84013e+06  -2.18959e+06  -4.95433e+06      5.09072e-11  -3.74517e-11  -2.08423e-10     -9.82     -0.00019537    -7.13498e-18     2.59761e-17     6.32901e-17
-2.0091e+06  -5.31212e+06  -697263      -1.90952e-11  -1.18229e-10  -2.41109e-10     -9.82     -0.000276748    2.9211e-17     6.53521e-17     5.50796e-17
-4.56141e+06  -2.78798e+06  2.04214e+06      -1.8957e-10  -1.08587e-10  -3.10104e-10     -9.82     -0.000364681    1.24972e-16     6.96635e-17     -9.01981e-18
4.47285e+06  -2.93039e+06  2.03249e+06      3.06647e-10  -1.673e-10  -2.87162e-10     -9.82     -0.000342539    -5.87383e-17     -3.56283e-18     -5.87691e-17
-2.32961e+06  -4.47765e+06  2.69523e+06      -1.778e-10  -3.38101e-10  -3.52596e-10     -9.82     -0.00039672    -1.75429e-17     4.98565e-17     -4.7233e-17
4.00469e+06  -3.54604e+06  -2.03253e+06      1.11837e-10  -9.0935e-11  -2.25706e-10     -9.82     -0.00023481    -3.82998e-17     2.64669e-17     1.01176e-17
4.3078e+06  -3.09961e+06  -2.14007e+06      1.1744e-10  -7.91184e-11  -2.23389e-10     -9.82     -0.000232661    -3.45382e-17     2.29721e-17     1.65056e-17
-768429  -2.76474e+06  -4.94921e+06      1.67391e-11  -3.84363e-11  -1.93913e-10     -9.82     -0.00020126    1.66912e-17     2.19196e-17     2.54872e-17
-233641  -141781  -5.71412e+06      1.59631e-11  6.99113e-12  -2.05008e-10     -9.82     -0.000189934    -2.94329e-18     1.69222e-17     3.92839e-17
5.10446e+06  -518405  2.53234e+06      3.8953e-10  -2.98236e-11  -2.74544e-10     -9.82     -0.000359727    -1.06117e-16     1.0001e-17     -3.34368e-17
604249  4.15567e+06  3.88263e+06      1.84976e-10  8.39032e-10  -4.61931e-10     -9.82     -0.000498924    -7.59399e-17     -1.52222e-16     -3.39542e-16
5.31638e+06  2.06105e+06  474394      2.08237e-10  6.63991e-11  -2.47534e-10     -9.82     -0.000289066    -3.3932e-17     3.46084e-19     3.45741e-17
5.50213e+06  1.18532e+06  -1.02905e+06      1.57393e-10  2.89953e-11  -2.29051e-10     -9.82     -0.00025347    -1.092e-17     -3.57846e-18     1.61392e-17
1.92131e+06  -5.38907e+06  50223      9.32252e-11  -1.85731e-10  -2.62403e-10     -9.82     -0.000284944    -2.71575e-17     8.22023e-17     2.72954e-17
-2.35162e+06  -2.66215e+06  -4.48632e+06      4.29979e-12  -2.75934e-11  -1.82799e-10     -9.82     -0.000211989    6.38699e-18     4.30112e-18     6.59814e-18
5.54344e+06  1.41554e+06  50262      1.93308e-10  4.22408e-11  -2.37421e-10     -9.82     -0.000277573    -5.49193e-17     -1.02914e-17     2.14138e-17
3.14907e+06  -4.19535e+06  2.28427e+06      2.6971e-10  -2.91976e-10  -3.09558e-10     -9.82     -0.000360517    -2.04828e-17     7.31545e-17     -4.09991e-17
2.946e+06  -4.06936e+06  2.73906e+06      3.10301e-10  -3.49933e-10  -3.32387e-10     -9.82     -0.000385477    2.99145e-17     5.61892e-17     -5.18323e-17
-363852  -5.68673e+06  514977      1.10356e-11  -2.09558e-10  -2.74517e-10     -9.82     -0.000303906    1.45061e-17     9.68871e-17     3.58214e-17
-4.23245e+06  1.15936e+06  3.67304e+06      -5.65629e-10  1.12938e-10  -3.66553e-10     -9.82     -0.000456373    2.12717e-16     -5.56234e-17     -8.38903e-17
1.57271e+06  -5.1991e+06  1.79463e+06      1.20629e-10  -3.13919e-10  -3.07856e-10     -9.82     -0.000344677    1.05464e-17     -9.01991e-18     1.43389e-17
-3.28031e+06  2.42297e+06  4.01344e+06      -7.08224e-10  4.05573e-10  -4.39814e-10     -9.82     -0.000502301    2.01927e-16     -4.42593e-17     -1.51721e-16
-999384  -3.18659e+06  -4.64036e+06      1.48306e-11  -4.2664e-11  -1.92527e-10     -9.82     -0.000205964    1.42444e-17     1.58702e-18     2.40678e-17
4.83786e+06  -2.37404e+06  -1.924e+06      1.31387e-10  -6.309e-11  -2.23423e-10     -9.82     -0.000236115    -2.94021e-17     9.31497e-18     6.38372e-18
4.55962e+06  -2.62834e+06  -2.24661e+06      1.21515e-10  -6.73984e-11  -2.20752e-10     -9.82     -0.000230712    -4.26696e-17     2.31468e-17     1.68399e-17
77735.1  3.80015e+06  -4.27616e+06      1.21852e-11  8.87987e-11  -2.23831e-10     -9.82     -0.000203671    2.67529e-18     -3.33395e-17     1.97414e-17
5.35283e+06  -910489  1.8001e+06      3.08107e-10  -4.20953e-11  -2.59927e-10     -9.82     -0.000329232    -9.06965e-17     1.27887e-17     -5.45116e-18
2.42016e+06  -2.25038e+06  -4.66716e+06      6.14141e-11  -3.83734e-11  -2.10349e-10     -9.82     -0.000198019    -4.12152e-17     4.38483e-17     4.1557e-17
1.13853e+06  -5.53236e+06  -913197      5.65917e-11  -1.49653e-10  -2.46768e-10     -9.82     -0.000263161    -6.03309e-18     2.58231e-17     2.79309e-17
859564  -3.40559e+06  4.51453e+06      3.4653e-10  -1.18341e-09  -5.59251e-10     -9.82     -0.000595297    -1.37448e-16     -3.75398e-17     -1.84618e-16
2.65019e+06  95801.9  -5.07045e+06      6.17392e-11  -9.7086e-12  -2.12291e-10     -9.82     -0.000192803    -6.22614e-17     -2.96756e-17     7.00864e-17
67177.3  -3.76582e+06  -4.31067e+06      3.03862e-11  -6.05646e-11  -2.04234e-10     -9.82     -0.000207194    9.70583e-18     1.79308e-17     2.25354e-17
-1.47312e+06  2.53044e+06  -4.9164e+06      -2.72216e-12  5.09286e-11  -2.07562e-10     -9.82     -0.00019955    2.35528e-17     -3.0358e-17     2.44143e-17
-2.37796e+06  -4.51998e+06  -2.58282e+06      -1.31126e-12  -6.33396e-11  -2.06377e-10     -9.82     -0.0002407    4.35445e-18     -9.29969e-18     1.97519e-17
2.16134e+06  4.73989e+06  2.3708e+06      2.07365e-10  3.59605e-10  -3.25817e-10     -9.82     -0.00036972    -6.84377e-17     -2.94237e-17     8.5836e-17
-109158  -2.88089e+06  -4.94118e+06      2.51411e-11  -4.51571e-11  -2.00249e-10     -9.82     -0.000199525    5.05994e-18     2.66177e-17     1.96801e-17
4.88556e+06  2.89229e+06  710257      2.05328e-10  9.78e-11  -2.56676e-10     -9.82     -0.000297241    -3.41348e-17     -8.31861e-18     2.88715e-17
-1.4214e+06  -1.62112e+06  5.30261e+06      -2.3687e-09  -1.93373e-09  -1.57078e-09     -9.82     -0.000899713    1.52044e-15     2.04912e-15     -1.17749e-15
5.15402e+06  -971089  2.28689e+06      3.606e-10  -5.43965e-11  -2.72264e-10     -9.82     -0.00034899    -1.03963e-16     1.94443e-17     -2.5645e-17
4.92086e+06  -996433  2.74472e+06      4.21393e-10  -6.63053e-11  -2.81274e-10     -9.82     -0.000371067    -9.38025e-17     2.7754e-17     -4.02073e-17
1.50748e+06  -5.49014e+06  -567810      6.85858e-11  -1.61424e-10  -2.52715e-10     -9.82     -0.000270247    -7.98598e-18     3.84841e-17     1.1948e-17
-1.58718e+06  3.91738e+06  3.856e+06      -3.33916e-10  7.65176e-10  -4.58342e-10     -9.82     -0.000499378    -8.72853e-17     6.4479e-17     -1.4358e-16
3.93857e+06  3.28029e+06  2.54332e+06      3.31976e-10  2.20063e-10  -3.03652e-10     -9.82     -0.000368886    -5.41505e-17     -5.01903e-17     -6.28708e-17
1.996e+06  -4.34123e+06  3.14833e+06      2.81673e-10  -4.83977e-10  -3.58775e-10     -9.82     -0.000417801    -6.75966e-17     1.23199e-16     -1.06664e-16
-90415.1  -1.75694e+06  5.4448e+06      -4.56039e-10  -4.6216e-09  -2.90671e-09     -9.82     -0.00115311    -5.36946e-16     5.18051e-15     3.24559e-15
2.70476e+06  -2.59162e+06  4.32122e+06      8.46232e-10  -6.31508e-10  -4.54298e-10     -9.82     -0.000533414    -2.13236e-16     1.31e-16     -2.04805e-16
214123  -5.70374e+06  397856      3.46181e-11  -2.05302e-10  -2.70399e-10     -9.82     -0.000299033    6.34354e-18     1.1425e-16     4.48218e-17
-3.8904e+06  -3.70145e+06  -1.9852e+06      -5.5503e-12  -3.72771e-11  -2.00199e-10     -9.82     -0.000256695    1.0688e-17     -1.5878e-17     2.65732e-17
3.02928e+06  -2.39456e+06  4.21728e+06      8.23207e-10  -4.94695e-10  -4.24431e-10     -9.82     -0.000512361    2.83477e-17     5.82313e-17     -2.33816e-16
237147  -2.86541e+06  -4.94528e+06      2.89393e-11  -4.86927e-11  -2.02276e-10     -9.82     -0.000198567    7.39928e-18     1.74734e-17     3.58924e-17
5.32183e+06  1.08396e+06  1.79652e+06      3.03152e-10  4.95903e-11  -2.63342e-10     -9.82     -0.000329228    -1.1106e-16     -1.42315e-17     1.97555e-17
5.48483e+06  732258  1.45218e+06      2.75118e-10  2.93721e-11  -2.51872e-10     -9.82     -0.000316806    -1.03066e-16     -2.35026e-18     -2.68557e-17
2.98432e+06  3.37062e+06  -3.52972e+06      6.62906e-11  7.61818e-11  -2.18265e-10     -9.82     -0.000212514    -3.37553e-17     -4.80043e-17     2.71377e-17
3.21673e+06  -2.51808e+06  4.00027e+06      7.19849e-10  -4.32086e-10  -3.94953e-10     -9.82     -0.000482604    -1.57207e-16     1.18932e-16     -9.08728e-17
