
Model of Maule fault in Chile
3 fixed CMB points

 Gravity changes  -- element group #1 

 Simulation time = 0.000000 ; step size = 0

 coordinates                          accelerations . . .->      geoid change & gradients
   X             Y            Z       dg_x        dg_y      dg_z      dg_net        dN    P_zx     P_zy     P_zz
-6.1889e+06  233204  -1.59322e+06      -1.56693e-10  4.49956e-11  -1.80018e-10     -9.82     -0.000261126    -1.39284e-16     -3.2802e-16     1.26698e-16
-6.22865e+06  386147  -1.3963e+06      -1.35223e-10  3.68072e-11  -1.83875e-10     -9.82     -0.000265614    -4.01129e-16     2.17504e-16     -2.39361e-16
-6.19773e+06  -28620.4  -1.57559e+06      -1.71999e-10  -3.21318e-11  -2.33065e-10     -9.82     -0.000262091    1.08483e-17     8.19429e-17     -3.15086e-16
-6.14188e+06  -178270  -1.77241e+06      -1.3673e-10  -4.45494e-11  -2.16189e-10     -9.82     -0.00025786    -2.10865e-16     9.17857e-17     3.67308e-16
-6.06138e+06  -579863  -1.95443e+06      -1.35147e-10  -3.71851e-12  -2.00285e-10     -9.82     -0.000254177    4.37073e-17     -2.74746e-16     3.27195e-16
-6.00063e+06  -464143  -2.16209e+06      -1.20915e-10  7.25202e-12  -2.29058e-10     -9.82     -0.000250656    -2.33699e-16     9.47117e-17     6.82233e-17
3.36102e+06  2.27533e+06  -4.94225e+06      3.26005e-11  3.79235e-11  -1.47191e-10     -9.82     -0.000186563    -1.63139e-16     -8.44029e-17     2.73361e-16
3.50996e+06  2.15242e+06  -4.89405e+06      3.5443e-11  2.63531e-11  -1.55584e-10     -9.82     -0.000187103    -1.66763e-16     -3.54826e-17     2.48773e-16
3.06717e+06  2.07141e+06  -5.21046e+06      3.48004e-11  5.0038e-11  -1.40575e-10     -9.82     -0.000183824    -1.45014e-16     -1.107e-16     1.64131e-16
3.82111e+06  2.09442e+06  -4.68278e+06      1.70986e-11  2.32227e-11  -1.72894e-10     -9.82     -0.000189795    -3.38184e-17     -1.49956e-16     1.31817e-18
3.68076e+06  2.23585e+06  -4.72963e+06      8.14209e-12  -1.83702e-11  -1.62421e-10     -9.82     -0.000189023    3.80982e-16     3.35642e-16     3.49259e-16
3.86206e+06  2.46417e+06  -4.46325e+06      3.78606e-11  2.61983e-11  -1.65843e-10     -9.82     -0.000192874    -1.93669e-17     3.80326e-17     2.72298e-17
3.76961e+06  1.91486e+06  -4.79959e+06      1.92381e-11  5.11434e-11  -1.61653e-10     -9.82     -0.000188609    -1.86142e-16     -1.02495e-16     2.50193e-17
3.88676e+06  1.75056e+06  -4.76804e+06      3.77485e-11  2.68543e-11  -1.30927e-10     -9.82     -0.000188401    9.40464e-17     2.30861e-16     -6.45423e-16
3.98494e+06  2.11707e+06  -4.53287e+06      4.03908e-11  -4.9212e-14  -1.75253e-10     -9.82     -0.000191112    -2.11935e-16     4.00762e-17     1.33636e-16
-4.48701e+06  332018  -4.54446e+06      -2.54634e-11  2.2488e-11  -1.89091e-10     -9.82     -0.000209856    -6.82846e-17     -4.84867e-17     4.38816e-17
-4.53409e+06  64201.3  -4.50829e+06      -4.06082e-11  2.53023e-11  -1.82087e-10     -9.82     -0.000210497    1.26434e-17     4.14386e-17     -1.77014e-17
-4.57905e+06  1.16123e+06  -4.31068e+06      -3.48028e-11  3.7114e-11  -2.09338e-10     -9.82     -0.000211816    3.7088e-16     1.8739e-17     1.14676e-16
-4.65211e+06  922131  -4.29e+06      -3.12714e-11  3.75057e-11  -2.04961e-10     -9.82     -0.000212497    -2.59589e-17     -4.91379e-17     -7.72985e-17
2.97057e+06  -3.21417e+06  -4.66235e+06      5.04608e-11  -4.46321e-11  -1.35189e-10     -9.82     -0.000190831    -1.27354e-16     -4.52904e-17     2.24171e-16
2.90047e+06  -3.60172e+06  -4.4166e+06      4.35281e-11  -4.1951e-11  -1.47903e-10     -9.82     -0.000193649    -8.4963e-17     2.03225e-16     7.51872e-18
2.82627e+06  -3.43451e+06  -4.59433e+06      4.45529e-11  -7.1908e-11  -1.47545e-10     -9.82     -0.000192258    -2.50982e-16     2.07969e-16     -2.49606e-16
-6.19904e+06  -1.44341e+06  620201      -2.68291e-10  -1.25955e-10  -2.29914e-10     -9.82     -0.00030787    4.05876e-16     2.88184e-16     -5.75093e-16
-4.88829e+06  -350479  4.1078e+06      -5.51683e-10  -6.99906e-11  -1.79515e-10     -9.82     -0.000436185    2.74195e-16     1.63523e-16     -2.31839e-17
5.39904e+06  1.26478e+06  -3.18492e+06      8.44716e-11  4.69421e-12  -2.12766e-10     -9.82     -0.000207868    -3.0547e-16     -1.06612e-16     3.11782e-16
-5.48396e+06  -596897  3.23472e+06      -4.54565e-10  -8.25841e-11  -1.85932e-10     -9.82     -0.000386684    5.28042e-16     2.9033e-16     2.64421e-16
-5.6056e+06  -480805  3.03977e+06      -4.4154e-10  -4.15877e-12  -2.00934e-10     -9.82     -0.000377838    3.60577e-16     3.66277e-16     1.42514e-16
-5.25494e+06  -557306  3.60094e+06      -5.00487e-10  -4.22068e-11  -1.64107e-10     -9.82     -0.000406797    1.65247e-16     7.76805e-16     4.62855e-17
-1.73287e+06  5.89855e+06  1.75764e+06      -9.50595e-11  3.60301e-10  -2.21504e-10     -9.82     -0.000322111    -5.56247e-17     1.46849e-15     2.83805e-15
-263066  5.2622e+06  -3.62446e+06      3.54372e-11  7.89787e-11  -1.72169e-10     -9.82     -0.000204876    4.62748e-17     -1.5689e-16     -3.83005e-17
-4.82429e+06  190795  -4.1937e+06      -2.01415e-11  5.06782e-12  -2.16101e-10     -9.82     -0.000215697    -4.87099e-17     -6.28357e-17     8.79817e-17
-4.98286e+06  119926  -4.00668e+06      -4.10442e-11  1.41181e-11  -2.23224e-10     -9.82     -0.000219336    -7.1737e-17     1.92751e-17     3.25971e-16
-5.03823e+06  531295  -3.9027e+06      -5.30756e-11  1.99643e-11  -2.06776e-10     -9.82     -0.000220298    -8.40774e-17     1.65938e-16     1.03194e-16
-5.08912e+06  286470  -3.86204e+06      -5.31603e-11  2.82675e-11  -2.01471e-10     -9.82     -0.000221419    -1.6843e-16     -5.02022e-17     2.62145e-17
-3.87278e+06  152165  -5.08727e+06      -1.82465e-11  1.42206e-11  -1.756e-10     -9.82     -0.000201243    -7.94318e-18     2.69779e-18     4.90089e-17
-3.6854e+06  204645  -5.22267e+06      -1.14682e-11  1.58937e-11  -1.74727e-10     -9.82     -0.000199073    1.00469e-17     -4.3562e-18     1.58246e-17
-5.69855e+06  -2.86487e+06  -472418      -1.54425e-10  -1.16518e-10  -1.52375e-10     -9.82     -0.000279931    -2.25061e-16     2.23957e-16     -2.29861e-16
-2.56884e+06  3.22115e+06  -4.88921e+06      -1.88594e-12  3.70169e-11  -1.65413e-10     -9.82     -0.0001959    3.25374e-17     -8.00882e-17     1.42223e-16
-2.3838e+06  3.4369e+06  -4.83566e+06      -1.69573e-11  3.27048e-11  -1.4993e-10     -9.82     -0.000196211    1.53875e-16     3.20223e-16     -1.00709e-16
-2.48745e+06  3.60754e+06  -4.65624e+06      -2.14099e-12  5.35797e-11  -1.69148e-10     -9.82     -0.000197827    -9.90316e-18     -2.17241e-16     8.02821e-17
-5.77737e+06  -2.68239e+06  -575917      -1.6696e-10  -1.07681e-10  -2.68368e-10     -9.82     -0.00027846    7.42236e-17     1.07362e-16     -3.4801e-16
3.03198e+06  3.13331e+06  -4.68028e+06      1.14285e-11  1.45683e-11  -1.82324e-10     -9.82     -0.000189903    5.69797e-17     -1.5183e-16     1.76779e-16
3.03577e+06  2.94582e+06  -4.79775e+06      3.90051e-11  9.92424e-12  -1.67562e-10     -9.82     -0.000188072    -1.91216e-16     -1.65728e-16     2.0438e-16
2.8305e+06  2.91815e+06  -4.93697e+06      3.68611e-11  1.52589e-11  -1.62337e-10     -9.82     -0.000186652    -1.24791e-16     -1.8891e-16     2.20243e-16
3.36084e+06  3.07773e+06  -4.48771e+06      4.61518e-11  1.33638e-12  -1.79855e-10     -9.82     -0.000192427    -1.3072e-16     -2.10891e-16     2.63172e-17
3.20206e+06  2.6318e+06  -4.8712e+06      3.43525e-11  2.89833e-11  -1.51369e-10     -9.82     -0.000186984    -3.60114e-16     -1.46284e-16     2.71605e-17
3.19604e+06  2.82342e+06  -4.76653e+06      2.95135e-11  3.16055e-12  -1.62191e-10     -9.82     -0.000188236    -3.55309e-16     1.96727e-16     -2.23511e-16
-4.00747e+06  -839366  -4.9126e+06      -2.43879e-11  2.32786e-12  -1.79057e-10     -9.82     -0.000205054    -4.18265e-18     1.1313e-17     5.36036e-18
-3.86051e+06  -673892  -5.0532e+06      -1.40487e-11  6.33663e-12  -1.82326e-10     -9.82     -0.000202695    -5.74809e-18     -9.78107e-18     1.51083e-17
-4.28152e+06  -1.13535e+06  -4.61264e+06      -3.79994e-11  1.06948e-11  -1.73235e-10     -9.82     -0.000209814    -3.98746e-17     -2.57382e-17     2.15062e-17
-2.14435e+06  -5.48545e+06  -2.49239e+06      -1.18211e-11  -1.05596e-10  -2.14106e-10     -9.82     -0.00023455    -2.6569e-17     -6.00939e-17     1.09569e-16
-1.9723e+06  -614718  -6.05251e+06      1.94276e-11  6.53794e-12  -1.5085e-10     -9.82     -0.000185716    -1.02264e-16     -9.20538e-17     2.47904e-16
-4.01065e+06  2.13968e+06  -4.49844e+06      -2.15378e-11  4.0014e-11  -1.81817e-10     -9.82     -0.000205972    6.31738e-18     -9.90414e-18     3.85206e-17
-4.12125e+06  1.91863e+06  -4.49817e+06      -2.41474e-11  3.87381e-11  -1.79802e-10     -9.82     -0.000206721    -1.49066e-16     7.62634e-16     -5.33e-16
-4.57367e+06  1.94056e+06  -4.0269e+06      -3.38291e-11  5.18124e-11  -1.93027e-10     -9.82     -0.00021421    -3.77274e-17     -5.67638e-17     3.96186e-17
-4.09065e+06  2.29928e+06  -4.34492e+06      -2.58691e-11  4.51711e-11  -1.82565e-10     -9.82     -0.000207922    8.02687e-17     2.39613e-17     -3.93468e-17
-3.96408e+06  2.51743e+06  -4.3413e+06      -2.10357e-11  4.70634e-11  -1.83096e-10     -9.82     -0.000207301    1.91055e-17     -9.75304e-18     3.17377e-17
-4.35344e+06  9720.16  4.68402e+06      -7.58276e-10  -2.00367e-11  -2.68977e-10     -9.82     -0.00048788    4.17949e-16     -1.10018e-16     -1.35478e-16
2.71515e+06  3.1005e+06  -4.8907e+06      2.21477e-11  8.30876e-12  -1.63072e-10     -9.82     -0.000187432    -8.61084e-17     -1.31708e-16     4.03488e-16
-2.88418e+06  -2.44452e+06  -5.15768e+06      3.60213e-12  -2.28934e-11  -1.77722e-10     -9.82     -0.000200581    -1.36719e-17     -1.30415e-17     2.45725e-17
-3.02626e+06  -2.57739e+06  -5.01002e+06      3.36164e-12  -3.14565e-11  -1.80072e-10     -9.82     -0.000202907    -6.90227e-17     -6.83087e-19     1.92041e-17
-3.33271e+06  4.77765e+06  -2.63963e+06      -3.29688e-11  9.96313e-11  -1.98121e-10     -9.82     -0.000225501    4.6251e-17     -5.34618e-17     1.01738e-17
-3.89307e+06  -5.02516e+06  -706610      -1.03121e-10  -1.7351e-10  -2.21793e-10     -9.82     -0.000273976    9.18814e-17     -9.60744e-17     1.77946e-16
-3.49656e+06  -5.30667e+06  -715334      -5.86761e-11  -2.15839e-10  -2.47516e-10     -9.82     -0.000272045    5.88109e-16     1.97692e-16     5.16877e-16
-3.50989e+06  -5.22293e+06  -1.13927e+06      -4.63092e-11  -1.65113e-10  -2.36878e-10     -9.82     -0.000262919    -6.23808e-17     7.38491e-18     1.9359e-16
-3.2903e+06  5.32377e+06  -1.31452e+06      -5.67165e-11  1.44181e-10  -2.16241e-10     -9.82     -0.000246994    -1.96918e-17     -3.32035e-17     5.68333e-17
-5.13808e+06  3.07166e+06  -2.24712e+06      -7.9361e-11  9.29412e-11  -2.15425e-10     -9.82     -0.000241213    -6.76899e-17     5.65036e-17     8.48798e-17
-5.11532e+06  3.23422e+06  -2.06419e+06      -8.3446e-11  1.10208e-10  -2.1909e-10     -9.82     -0.000243816    -3.90319e-17     -1.14913e-16     3.06193e-16
-4.81717e+06  3.37998e+06  -2.50009e+06      -6.82927e-11  8.57582e-11  -2.19119e-10     -9.82     -0.000235203    8.58231e-17     8.06239e-17     1.86338e-16
-4.84888e+06  3.03057e+06  -2.86333e+06      -5.29435e-11  7.9843e-11  -2.11217e-10     -9.82     -0.000230241    -4.9238e-17     2.82992e-17     7.47888e-17
630918  -1.81468e+06  6.09775e+06      1.81612e-09  -6.18004e-09  -2.28155e-10     -9.82     -0.00117803    -8.06715e-16     -2.07748e-15     -7.11658e-15
860504  -1.61225e+06  6.12711e+06      3.59079e-09  -6.19872e-09  -4.93942e-10     -9.82     -0.00122929    1.17279e-15     2.10284e-15     -6.48871e-15
898272  -2.13164e+06  5.96016e+06      1.65362e-09  -3.83959e-09  -3.72983e-10     -9.82     -0.000965037    4.04716e-16     8.13075e-16     -5.84292e-15
-5.51123e+06  -3.22703e+06  326923      -1.85058e-10  -1.74841e-10  -1.74869e-10     -9.82     -0.000296758    -2.79728e-16     4.24513e-16     2.73632e-16
4.10237e+06  -4.71241e+06  1.35132e+06      2.13183e-10  -2.2441e-10  -2.20252e-10     -9.82     -0.000298859    4.13746e-17     7.74782e-17     2.53982e-16
5.79825e+06  -1.95497e+06  1.85895e+06      3.15899e-10  -9.90261e-11  -2.10063e-10     -9.82     -0.000309686    -4.08742e-16     1.31313e-16     3.13054e-16
-6.2133e+06  -1.49646e+06  -230036      -1.49044e-10  -1.26617e-10  -1.70621e-10     -9.82     -0.000287854    -3.05493e-16     3.26755e-16     8.61016e-16
5.81525e+06  -1.73632e+06  2.01688e+06      3.36538e-10  -8.6813e-11  -2.16284e-10     -9.82     -0.000314232    -2.73471e-16     -1.60144e-16     -2.84405e-16
-5.35781e+06  791793  -3.40063e+06      -6.91276e-11  4.21044e-11  -1.99012e-10     -9.82     -0.000227434    -2.10452e-16     2.03049e-17     1.65707e-16
-5.48718e+06  715225  -3.206e+06      -7.56116e-11  1.40952e-13  -2.1961e-10     -9.82     -0.000230781    -1.41068e-16     1.19931e-16     2.45704e-16
-5.15431e+06  1.1092e+06  -3.61952e+06      -7.22452e-11  2.73124e-11  -1.89168e-10     -9.82     -0.000223428    -1.32376e-17     1.21032e-16     -1.06134e-16
-5.2976e+06  1.03466e+06  -3.42989e+06      -6.86145e-11  2.95755e-11  -1.98474e-10     -9.82     -0.0002272    -1.1709e-16     1.01793e-16     -2.0948e-17
-5.13282e+06  700012  -3.74977e+06      -5.85476e-11  2.8393e-11  -1.95696e-10     -9.82     -0.00022233    -1.58138e-16     4.00722e-17     1.52788e-17
-5.27645e+06  623301  -3.55921e+06      -6.27743e-11  7.95504e-12  -1.81588e-10     -9.82     -0.000225254    -3.05473e-16     3.93504e-16     -3.13112e-16
-2.97061e+06  4.69811e+06  -3.16247e+06      -2.55356e-11  9.24267e-11  -1.77126e-10     -9.82     -0.000217375    1.32941e-17     4.51199e-18     7.722e-17
-2.94926e+06  4.57934e+06  -3.35221e+06      -2.57196e-11  8.73327e-11  -1.75319e-10     -9.82     -0.000214816    -1.13838e-16     2.10967e-17     -8.78153e-17
-4.6135e+06  4.26846e+06  -1.18082e+06      -8.26335e-11  1.48278e-10  -2.05462e-10     -9.82     -0.000254615    5.38579e-17     -2.22011e-17     4.25752e-18
-4.73723e+06  4.09357e+06  -1.30416e+06      -8.39739e-11  1.28011e-10  -2.06303e-10     -9.82     -0.000253393    -2.20847e-17     1.58178e-16     1.00798e-16
-494678  -3.47426e+06  5.34626e+06      -1.30756e-10  -1.75275e-09  -1.00243e-10     -9.82     -0.000635459    2.20293e-14     -2.99191e-14     8.98684e-15
-4.93227e+06  -3.88396e+06  -1.21941e+06      -9.96968e-11  -1.10272e-10  -1.51954e-10     -9.82     -0.000265766    -7.31726e-16     -7.85802e-17     2.71718e-16
-4.77656e+06  -4.05766e+06  -1.272e+06      -1.4926e-10  -1.21496e-10  -1.6807e-10     -9.82     -0.000265091    -3.86405e-16     -5.20092e-17     -1.44196e-16
-5.00057e+06  -3.86413e+06  -981263      -1.78733e-10  -7.58651e-11  -1.76421e-10     -9.82     -0.000269241    -1.23581e-17     -1.53548e-16     4.58682e-16
-1.13041e+06  -4.57476e+06  -4.32282e+06      1.84225e-11  -5.2742e-11  -1.77453e-10     -9.82     -0.000205329    4.36338e-17     5.79015e-17     9.46296e-17
230911  3.39548e+06  5.41597e+06      1.02773e-10  1.8976e-09  -2.78099e-10     -9.82     -0.000675502    -1.01387e-14     1.12146e-15     -1.27124e-15
529845  3.20289e+06  5.51109e+06      3.41111e-10  2.15088e-09  -1.82793e-10     -9.82     -0.000710958    -1.22886e-15     6.64738e-15     1.248e-15
-5.21014e+06  787169  3.62371e+06      -5.46006e-10  -2.62686e-12  -1.55136e-10     -9.82     -0.000407291    -3.91392e-16     2.64216e-16     7.7406e-16
-5.05123e+06  783382  3.84296e+06      -5.36633e-10  2.60597e-11  -1.80653e-10     -9.82     -0.000419852    4.16892e-16     -7.27437e-17     -1.34162e-17
-5.09891e+06  320209  3.84515e+06      -5.28792e-10  6.56401e-11  -2.00196e-10     -9.82     -0.000419159    2.74466e-16     -4.02287e-17     -2.62593e-16
-2.73219e+06  5.32748e+06  -2.24746e+06      -2.90655e-11  1.13957e-10  -2.03209e-10     -9.82     -0.000229448    3.18852e-17     -6.93209e-17     -7.93678e-18
-1.90408e+06  -234414  6.0986e+06      -5.3973e-09  -8.49113e-10  -1.69184e-09     -9.82     -0.00108371    -4.3373e-16     -3.17942e-15     -8.41162e-16
-2.12981e+06  -203863  6.02371e+06      -3.95185e-09  -7.12327e-10  -1.21002e-09     -9.82     -0.000969855    1.03587e-15     -5.02695e-16     -5.92042e-16
-2.71409e+06  5.50838e+06  -1.7855e+06      -3.82988e-11  1.28916e-10  -2.10854e-10     -9.82     -0.000237007    1.80178e-17     -5.72557e-17     4.51362e-18
-3.50763e+06  -4.83027e+06  2.29434e+06      -2.19929e-10  -3.49974e-10  -2.58139e-10     -9.82     -0.000349234    4.25573e-16     5.32548e-16     2.82394e-17
-5.5482e+06  -2.99495e+06  1.06491e+06      -2.13079e-10  -1.78213e-10  -1.63632e-10     -9.82     -0.000315795    -9.44242e-17     4.46522e-16     2.3204e-16
-5.74478e+06  -2.60403e+06  1.0574e+06      -2.25395e-10  -1.47074e-10  -1.94974e-10     -9.82     -0.000315742    2.25809e-15     -9.27884e-16     4.61436e-16
-5.80691e+06  -2.53776e+06  853208      -2.28737e-10  -1.83242e-10  -2.69329e-10     -9.82     -0.000310439    2.68615e-16     -2.66584e-16     3.22128e-16
1.9941e+06  1.84247e+06  5.78944e+06      2.22124e-09  1.45726e-09  -7.44811e-10     -9.82     -0.000793479    -1.3316e-14     1.8571e-14     7.00155e-15
2.16711e+06  1.63343e+06  5.79006e+06      2.34388e-09  1.23288e-09  -7.34836e-10     -9.82     -0.00078136    -1.50818e-16     -5.95775e-16     4.19599e-16
2.39709e+06  1.61189e+06  5.70518e+06      1.94255e-09  1.11559e-09  -7.75228e-10     -9.82     -0.000725968    -2.06335e-16     1.69563e-15     -1.82693e-15
2.24488e+06  2.11463e+06  5.6022e+06      1.83037e-09  1.12638e-09  -6.82348e-10     -9.82     -0.000693561    4.26869e-16     -1.43399e-15     -6.96341e-16
4.83639e+06  3.68249e+06  1.9836e+06      2.96334e-10  1.8964e-10  -2.25336e-10     -9.82     -0.000318367    -3.88901e-16     -2.26531e-17     -5.23573e-16
-5.33533e+06  203650  3.52127e+06      -4.86003e-10  3.49626e-11  -1.77132e-10     -9.82     -0.000402374    6.21459e-16     2.47483e-16     3.74087e-16
4.02063e+06  -4.71351e+06  1.5796e+06      2.31517e-10  -2.34988e-10  -2.25497e-10     -9.82     -0.000306425    -2.54545e-16     -4.32065e-17     1.01214e-16
-4.49741e+06  4.4721e+06  -819342      -1.14685e-10  1.3635e-10  -2.37028e-10     -9.82     -0.000260971    1.21425e-16     -5.60449e-17     1.45624e-16
-4.64103e+06  4.29817e+06  -939788      -1.0499e-10  1.39764e-10  -2.12692e-10     -9.82     -0.000259638    7.93837e-17     6.80129e-17     1.06184e-16
3.81222e+06  -4.84619e+06  1.69361e+06      2.35433e-10  -2.45872e-10  -2.27223e-10     -9.82     -0.000310388    1.33297e-16     2.25347e-16     1.82906e-16
2.61614e+06  -5.57937e+06  1.70639e+06      1.6362e-10  -3.01676e-10  -2.19856e-10     -9.82     -0.000314502    -1.01821e-16     9.51294e-17     2.15517e-17
-4.18345e+06  250219  -4.83067e+06      -2.07407e-11  1.28671e-11  -1.84194e-10     -9.82     -0.000205145    -1.49674e-17     1.50815e-17     2.15566e-17
-4.31048e+06  412485  -4.7059e+06      -3.40844e-11  1.61266e-11  -1.74897e-10     -9.82     -0.00020681    4.7151e-17     5.19286e-17     -7.85188e-17
-4.25092e+06  659956  -4.73202e+06      -2.73337e-11  2.421e-11  -1.80787e-10     -9.82     -0.000206033    -3.30219e-17     7.88417e-18     -8.16387e-18
-4.36726e+06  826870  -4.59789e+06      -3.55215e-11  3.08848e-11  -1.78585e-10     -9.82     -0.000207624    2.55025e-17     4.95648e-17     -1.79348e-17
3.66014e+06  -4.79689e+06  2.11331e+06      2.49005e-10  -2.78244e-10  -2.19087e-10     -9.82     -0.000325019    7.00102e-17     2.1179e-16     4.98359e-17
-4.89165e+06  -956729  -4.00724e+06      -3.78212e-11  -2.63453e-11  -1.96779e-10     -9.82     -0.00022036    -2.66733e-16     1.319e-16     -1.32061e-16
-2.02997e+06  -4.45398e+06  -4.11571e+06      5.3459e-14  -6.27919e-11  -1.79215e-10     -9.82     -0.000210558    -3.47066e-17     4.85523e-18     4.53167e-17
-1.94807e+06  -4.62804e+06  -3.96045e+06      9.13317e-12  -6.61326e-11  -1.88565e-10     -9.82     -0.000212575    -3.12165e-17     -4.02363e-17     1.0977e-16
-2.91506e+06  5.3794e+06  -1.86099e+06      -3.85943e-11  1.24739e-10  -2.08372e-10     -9.82     -0.000236246    4.09113e-17     -1.72295e-17     -8.59416e-18
-2.92171e+06  5.29043e+06  -2.09135e+06      -3.06085e-11  1.20013e-10  -2.0406e-10     -9.82     -0.000232502    1.38747e-17     -6.72451e-17     -3.65222e-17
-3.10624e+06  5.15556e+06  -2.16208e+06      -3.57008e-11  1.14885e-10  -2.03914e-10     -9.82     -0.000231866    2.09406e-17     -5.54757e-17     4.15044e-17
-3.10326e+06  5.32524e+06  -1.7059e+06      -4.4735e-11  1.30497e-10  -2.12153e-10     -9.82     -0.000239458    3.22495e-17     -5.3849e-17     1.22771e-17
-2.90012e+06  5.52746e+06  -1.38971e+06      -4.81967e-11  1.42644e-10  -2.15591e-10     -9.82     -0.000244446    4.80604e-17     -6.01071e-18     -1.86662e-17
-3.09956e+06  5.39693e+06  -1.47064e+06      -5.09969e-11  1.38723e-10  -2.15798e-10     -9.82     -0.000243595    5.78179e-17     -3.99854e-17     6.32373e-17
-4.58818e+06  1.55663e+06  -4.17429e+06      -2.63142e-11  3.5414e-11  -2.06288e-10     -9.82     -0.000213058    -3.57478e-17     4.36406e-17     1.09631e-16
-4.67355e+06  1.32541e+06  -4.15936e+06      -3.60823e-11  3.92069e-11  -2.09368e-10     -9.82     -0.000213529    1.92781e-16     -1.81692e-16     2.82884e-16
-2.77114e+06  4.97967e+06  -2.90155e+06      -1.63593e-11  9.53799e-11  -1.91513e-10     -9.82     -0.000219917    -2.42014e-17     -9.26142e-17     -3.14701e-17
-2.77516e+06  4.85279e+06  -3.10591e+06      -1.75253e-11  8.56471e-11  -1.90837e-10     -9.82     -0.000217441    8.11067e-17     -3.77452e-17     6.06218e-17
-6.07451e+06  -1.31918e+06  -1.50227e+06      -1.33532e-10  -2.35248e-11  -2.29549e-10     -9.82     -0.000264526    8.98117e-17     -1.03361e-16     5.10697e-16
3.52276e+06  -2.88399e+06  -4.49076e+06      3.7057e-11  -1.94824e-11  -1.67546e-10     -9.82     -0.000191707    -1.65272e-16     1.7602e-16     1.47179e-16
-5.98225e+06  1.48796e+06  -1.70214e+06      -1.17077e-10  1.14311e-10  -2.16514e-10     -9.82     -0.00025611    -1.48649e-16     7.32962e-17     3.90767e-16
-5.95989e+06  1.33794e+06  -1.89434e+06      -1.67941e-10  9.27278e-11  -2.1657e-10     -9.82     -0.000253866    -2.44742e-16     2.71389e-17     -5.87942e-16
-6.01638e+06  1.09479e+06  -1.87142e+06      -1.27078e-10  5.93358e-11  -2.24336e-10     -9.82     -0.000255113    -1.73738e-16     6.03433e-17     2.78098e-16
-5.97997e+06  942621  -2.06156e+06      -1.32659e-10  4.69939e-11  -2.20748e-10     -9.82     -0.000252176    -4.34186e-16     -5.14872e-17     2.17484e-16
-988322  -5.27112e+06  -3.48425e+06      1.75048e-11  -7.68991e-11  -1.89569e-10     -9.82     -0.000216114    1.86677e-17     -4.59706e-18     3.18441e-17
-1.30443e+06  -5.08104e+06  -3.65803e+06      5.86408e-12  -7.17927e-11  -1.84808e-10     -9.82     -0.000214558    1.70876e-17     9.05648e-18     5.28297e-17
-557469  -5.25378e+06  -3.60319e+06      2.41413e-11  -7.10567e-11  -1.87065e-10     -9.82     -0.000213098    -3.88217e-18     3.67263e-17     2.54651e-17
2.63624e+06  2.07172e+06  5.44652e+06      1.3837e-09  7.97961e-10  -4.90932e-10     -9.82     -0.00062626    2.6294e-16     1.54924e-16     4.65276e-16
2.77863e+06  1.91431e+06  5.43415e+06      1.31189e-09  7.32809e-10  -5.09946e-10     -9.82     -0.000617923    6.36979e-16     1.26238e-15     -1.23463e-15
-2.74398e+06  3.56819e+06  -4.54234e+06      -1.87586e-11  4.74527e-11  -1.65418e-10     -9.82     -0.000200123    3.52995e-17     -1.11982e-16     6.37057e-17
-2.16056e+06  4.06328e+06  -4.44247e+06      8.08396e-12  7.08167e-11  -1.74277e-10     -9.82     -0.000198877    -1.80131e-19     -3.20454e-16     3.20512e-16
-3.33178e+06  -5.0757e+06  2.00677e+06      -1.67959e-10  -3.17183e-10  -2.18653e-10     -9.82     -0.000338751    7.11551e-16     -6.58261e-16     2.96328e-16
-1.99645e+06  4.3532e+06  -4.239e+06      9.9252e-12  6.64039e-11  -1.65519e-10     -9.82     -0.000200503    9.67644e-17     -1.78964e-16     8.41408e-17
-1.52738e+06  5.34383e+06  -3.16337e+06      -1.33613e-11  8.48647e-11  -2.03782e-10     -9.82     -0.000213319    1.57953e-16     -2.39165e-16     2.27329e-16
-1.54936e+06  5.20858e+06  -3.37155e+06      5.41122e-13  7.77905e-11  -1.88355e-10     -9.82     -0.00021032    5.49974e-17     -1.60053e-16     1.63144e-17
-5.97187e+06  2.26626e+06  -314814      -2.06446e-10  6.01911e-11  -2.37305e-10     -9.82     -0.000280427    -1.31857e-16     -2.22543e-16     5.80929e-16
-5.82237e+06  2.58112e+06  -580862      -1.76126e-10  9.23331e-11  -2.17872e-10     -9.82     -0.000274328    -3.13882e-17     -6.86996e-17     2.11717e-16
-5.92075e+06  2.35566e+06  -542880      -1.82052e-10  5.95097e-11  -2.59283e-10     -9.82     -0.000275161    -1.70727e-17     -3.05973e-16     1.66392e-16
-6.09072e+06  1.8909e+06  -475277      -2.14685e-10  7.48459e-11  -2.41904e-10     -9.82     -0.000277023    5.80684e-16     -7.38553e-16     3.65829e-16
-5.73296e+06  -2.82712e+06  -230566      -1.77918e-10  -1.23084e-10  -1.91006e-10     -9.82     -0.000286136    1.32867e-16     -2.28991e-16     4.74639e-16
-6.03946e+06  1.98264e+06  -702131      -1.84195e-10  7.12599e-11  -2.65442e-10     -9.82     -0.000271986    3.38465e-16     -1.24208e-16     6.29373e-16
-6.09479e+06  1.93619e+06  -51459.8      -2.07005e-10  1.16632e-10  -2.65213e-10     -9.82     -0.000287275    7.09696e-17     -8.49387e-18     1.82654e-17
